soc_code,eloundou_beta,felten_aioe,employment_latest,wage_bill_latest
43-3051,0.8409090909090909,1.257632,153140.0,9131738200.0
43-3061,0.6052631578947368,1.487838,55810.0,2922769700.0
43-3071,0.5862068965517241,0.4727723,329480.0,13953478000.0
43-4011,0.7,1.144877,35940.0,2618229000.0
43-4021,0.9523809523809523,1.149758,4290.0,206306100.0
43-4031,0.6833333333333333,1.166267,179750.0,9404520000.0
43-4041,0.65625,1.440296,12030.0,618582600.0
43-4051,0.5666666666666667,0.9562519,2595750.0,120935992500.0
43-4061,0.6764705882352942,1.226286,154800.0,8682732000.0
43-4071,0.7631578947368421,0.2839743,73440.0,3348129600.0
43-4081,0.5,0.6063127,261420.0,9293481000.0
43-4111,0.6470588235294118,1.297031,148060.0,6994354400.0
43-4121,0.5303030303030303,0.2038919,85520.0,3366922400.0
43-4131,0.5833333333333334,1.364395,164790.0,8654770800.0
43-4141,0.5666666666666667,1.174998,36860.0,1819778200.0
43-4151,0.7105263157894737,0.8388861,75200.0,3626144000.0
43-4161,0.6052631578947368,1.353098,90220.0,4713995000.0
43-4171,0.5263157894736842,1.013186,910180.0,35915702800.0
43-4181,0.4523809523809524,0.227312,118710.0,5891577300.0
43-5011,0.5,1.405415,97670.0,5589654100.0
43-5021,0.29411764705882354,-0.9591126,68640.0,2812180800.0
43-5031,0.6388888888888888,0.9074452,102500.0,5815850000.0
43-5032,0.6538461538461539,1.234523,202810.0,11101819400.0
43-5041,0.4230769230769231,-0.9723772,19430.0,1076033400.0
43-5051,0.3333333333333333,-0.5186997,73720.0,4560319200.0
43-5052,0.25,-1.064715,328820.0,20564402800.0
43-5053,0.11764705882352941,-1.185001,105200.0,6252036000.0
43-5061,0.6176470588235294,0.6999103,390160.0,24248444000.0
43-5071,0.5,-0.7463213,816870.0,38237684700.0
43-5111,0.3409090909090909,-0.1860789,53300.0,2538679000.0
43-6011,0.6363636363636364,1.079643,459910.0,36397277400.0
43-6012,0.6785714285714286,1.014541,156280.0,9473693600.0
43-6013,0.6875,1.217982,961610.0,45003348000.0
43-6014,0.625,1.099056,1706790.0,84230086500.0
43-9021,0.8333333333333334,0.3108081,127080.0,5503834800.0
43-9022,0.75,0.6219606,35010.0,1789711200.0
43-9031,0.6388888888888888,0.3437743,3350.0,207599500.0
43-9041,0.8333333333333334,1.240201,214260.0,11338639200.0
43-9051,0.2413793103448276,-0.8184676,55230.0,2300329500.0
43-9061,0.5714285714285714,0.9888986,2464940.0,114422514800.0
43-9071,0.3888888888888889,-0.5171404,25130.0,1086118600.0
43-9081,0.9545454545454546,1.288375,4580.0,250984000.0
43-9111,0.8214285714285714,1.389965,4710.0,262111500.0
45-1011,0.2833333333333333,-0.4791843,27960.0,1753930800.0
45-2011,0.29545454545454547,0.1704867,14410.0,791253100.0
45-2021,0.14583333333333334,-1.044292,1330.0,75823300.0
45-2041,0.16666666666666666,-1.370968,25180.0,917307400.0
45-2091,0.0,-1.145156,28500.0,1245735000.0
45-2092,0.15,-1.601349,265500.0,9990765000.0
45-2093,0.06818181818181818,-1.108432,32810.0,1288120600.0
45-3031,0.05,,,
45-4011,0.047619047619047616,-1.064205,6050.0,264264000.0
45-4021,0.02631578947368421,-1.795407,3130.0,178754300.0
45-4022,0.2222222222222222,-1.003702,21060.0,1120181400.0
45-4023,0.15384615384615385,-0.4768305,3070.0,146653900.0
47-1011,0.4166666666666667,-0.3054048,812210.0,70215554500.0
47-2011,0.029411764705882353,-1.097532,10190.0,816117100.0
47-2021,0.03571428571428571,-1.75434,52550.0,3588114000.0
47-2022,0.0,-1.714759,7820.0,474752200.0
47-2031,0.13793103448275862,-1.323631,670090.0,43978006700.0
47-2041,0.0625,-1.564577,13780.0,785322200.0
47-2042,0.0,-1.301024,23640.0,1460006400.0
47-2043,0.07142857142857142,-1.748722,3720.0,195151200.0
47-2044,0.1,-1.22543,35850.0,2124112500.0
47-2051,0.0,-1.777407,206170.0,12380508500.0
47-2053,0.0,-1.776065,1180.0,100205600.0
47-2061,0.03125,-1.622988,1096780.0,57065463400.0
47-2071,0.0,-1.184739,41820.0,2467380000.0
47-2072,0.0,-1.220009,2310.0,186440100.0
47-2073,0.05357142857142857,-0.8815078,478090.0,31692586100.0
47-2081,0.038461538461538464,-1.647971,83080.0,5283888000.0
47-2082,0.0,-1.540774,12840.0,933596400.0
47-2111,0.14285714285714285,-0.7796905,757220.0,54133657800.0
47-2121,0.09259259259259259,-1.388901,58480.0,3492425600.0
47-2131,0.05,-1.618772,44440.0,2432645600.0
47-2132,0.038461538461538464,-1.268615,25660.0,1681499800.0
47-2141,0.05263157894736842,-1.58799,225190.0,12480029800.0
47-2142,0.025,-1.72753,1570.0,84356100.0
47-2151,0.03571428571428571,-1.225611,33050.0,1807835000.0
47-2152,0.0784313725490196,-1.121219,465840.0,33619672800.0
47-2161,0.06666666666666667,-1.755588,19310.0,1198185500.0
47-2171,0.07142857142857142,-1.970997,13800.0,911628000.0
47-2181,0.03571428571428571,-1.752941,135490.0,7877388600.0
47-2211,0.0625,-1.174972,119770.0,8126394500.0
47-2221,0.025,-1.780065,68380.0,4805746400.0
47-2231,0.11538461538461539,-0.9441692,31350.0,1815165000.0
47-3011,0.0,-1.94229,14170.0,721536400.0
47-3012,0.0,-1.425282,21680.0,955004000.0
47-3013,0.041666666666666664,-1.506896,63630.0,2804810400.0
47-3014,0.0,-2.04484,7490.0,317875600.0
47-3015,0.0,-1.678876,44330.0,1938550900.0
47-3016,0.0,-1.89822,6030.0,272254500.0
47-4011,0.35,0.2860245,146720.0,11404545600.0
47-4021,0.175,-0.8604742,23790.0,2612617800.0
47-4031,0.05,-1.902113,24480.0,1236974400.0
47-4041,0.09523809523809523,-0.6887439,51710.0,2917995300.0
47-4051,0.02631578947368421,-1.27909,154960.0,8225276800.0
47-4061,0.0,-1.39906,19580.0,1345929200.0
47-4071,0.06818181818181818,-1.210591,30650.0,1639775000.0
47-4091,0.041666666666666664,-0.9827304,,
47-4099,0.2,-0.8728439,,
47-5011,0.0,-1.415002,10590.0,637623900.0
47-5012,0.045454545454545456,-0.7737326,12600.0,908838000.0
47-5013,0.05263157894736842,-0.971916,43140.0,2694955800.0
47-5022,0.0,,34480.0,2066386400.0
47-5023,0.13333333333333333,,19450.0,1222043500.0
47-5032,0.15,,5100.0,339864000.0
47-5041,0.0,-1.165492,14000.0,910700000.0
47-5043,0.0,,2160.0,168696000.0
47-5044,0.03571428571428571,,5930.0,422453200.0
47-5051,0.05555555555555555,-1.763494,3320.0,170980000.0
47-5071,0.0,-1.518977,44970.0,2212524000.0
47-5081,0.0,-1.543154,6700.0,339154000.0
49-1011,0.4318181818181818,-0.0205169,617500.0,52623350000.0
49-2011,0.36,-0.3458247,65600.0,3337728000.0
49-2021,0.08333333333333333,-0.6335382,11140.0,778351800.0
49-2022,0.3,-0.853048,140920.0,9653020000.0
49-2091,0.2692307692307692,-0.1728535,18830.0,1570045400.0
49-2092,0.08974358974358974,-0.8106341,14450.0,846914500.0
49-2093,0.26666666666666666,-0.8303875,6940.0,578102000.0
49-2094,0.325,-0.4632031,65010.0,4912805700.0
49-2095,0.28125,-0.5522636,20720.0,2087747200.0
49-2096,0.16666666666666666,-0.7915968,8550.0,440838000.0
49-2097,0.22727272727272727,-0.571284,19780.0,1145855400.0
49-2098,0.21875,-0.6926484,86340.0,5263286400.0
49-3011,0.13157894736842105,-0.6551197,138090.0,11701746600.0
49-3021,0.04,-1.180589,149310.0,8912313900.0
49-3022,0.0,-1.202285,20310.0,1024233300.0
49-3023,0.08333333333333333,-0.9547055,704640.0,39755788800.0
49-3031,0.0,-1.010472,289960.0,18650227200.0
49-3041,0.14285714285714285,-1.20703,37870.0,2169572300.0
49-3042,0.1,-1.169815,176600.0,12227784000.0
49-3043,0.075,-1.448102,21350.0,1509018000.0
49-3051,0.07692307692307693,-0.8863602,23220.0,1348385400.0
49-3052,0.0,-0.763721,13510.0,707518700.0
49-3053,0.17857142857142858,-0.8941408,36060.0,1802639400.0
49-3091,0.09375,-0.9226068,12170.0,520024100.0
49-3092,0.058823529411764705,-0.9244052,17430.0,983749200.0
49-3093,0.0,-1.550724,108410.0,4354829700.0
49-9011,0.12,-1.383152,27120.0,1560484800.0
49-9012,0.11538461538461539,-0.7606913,48240.0,3676370400.0
49-9021,0.1,-0.8491117,409670.0,26538422600.0
49-9031,0.12903225806451613,-0.9703799,32150.0,1801686000.0
49-9041,0.28125,-1.133177,439640.0,30097754400.0
49-9043,0.1388888888888889,-0.9735492,60020.0,3877892200.0
49-9044,0.021739130434782608,-1.266085,40330.0,2814227400.0
49-9045,0.0,-1.237463,1080.0,68871600.0
49-9051,0.0,-1.081398,131070.0,12054507900.0
49-9052,0.05,-1.083883,97720.0,7225416800.0
49-9061,0.26666666666666666,0.0546422,1650.0,92466000.0
49-9062,0.2894736842105263,-0.2768838,65990.0,4350720700.0
49-9063,0.013513513513513514,-0.5306271,5380.0,268784800.0
49-9064,0.2,-0.2123996,1310.0,92800400.0
49-9071,0.11666666666666667,-1.014408,1529700.0,82267266000.0
49-9081,0.038461538461538464,-0.9709935,9980.0,688420400.0
49-9091,0.3157894736842105,-0.7233995,26410.0,1314425700.0
49-9092,0.06,-1.102728,3450.0,304704000.0
49-9094,0.07142857142857142,-0.8657498,15040.0,834268800.0
49-9095,0.07142857142857142,-1.414062,3020.0,137138200.0
49-9096,0.0,-1.221519,22530.0,1505229300.0
49-9097,0.07142857142857142,-0.858221,8720.0,788375200.0
49-9098,0.03125,-1.346555,95580.0,3965614200.0
49-9099,0.16666666666666666,-0.5900791,176300.0,9493755000.0
51-1011,0.4,-0.0845282,673430.0,51584738000.0
51-2011,0.016666666666666666,-0.8684706,34020.0,2429708400.0
51-2021,0.18181818181818182,-0.8289722,12840.0,648034800.0
51-2022,0.11764705882352941,-0.6248807,,
51-2023,0.03571428571428571,-0.4977276,,
51-2031,0.08333333333333333,-0.9561453,34000.0,1964860000.0
51-2041,0.021739130434782608,-1.076307,52360.0,2829010800.0
51-2051,0.03125,,16170.0,801223500.0
51-2061,0.08823529411764706,,250.0,14180000.0
51-2092,0.22727272727272727,-0.8305441,,
51-3011,0.2777777777777778,-0.3852989,236200.0,9088976000.0
51-3021,0.16666666666666666,-0.9709924,136430.0,5781903400.0
51-3022,0.0,-1.10563,145700.0,5723096000.0
51-3023,0.0,-1.834668,69950.0,2921811500.0
51-3091,0.05,-0.758859,20370.0,935594100.0
51-3092,0.1,-0.3791114,174520.0,7635250000.0
51-3093,0.11764705882352941,-0.5559894,31250.0,1330312500.0
51-4021,0.03125,-1.234352,60840.0,3010363200.0
51-4022,0.038461538461538464,-0.8046677,8930.0,461502400.0
51-4023,0.15789473684210525,-1.08921,25250.0,1343805000.0
51-4031,0.015625,-1.036569,171200.0,8291216000.0
51-4032,0.029411764705882353,-0.7598132,4680.0,242470800.0
51-4033,0.08333333333333333,-0.9901662,67000.0,3227390000.0
51-4034,0.15625,-1.06734,16710.0,877107900.0
51-4035,0.23333333333333334,-0.8703219,12460.0,706980400.0
51-4041,0.20689655172413793,-0.8675535,287050.0,17027806000.0
51-4051,0.1,-1.167465,16780.0,931122200.0
51-4052,0.0,-1.00914,4560.0,247562400.0
51-4061,0.15625,-0.7421977,2610.0,178967700.0
51-4062,0.2,-0.6131331,1470.0,89096700.0
51-4071,0.0,-1.740349,12790.0,637709400.0
51-4072,0.07575757575757576,-1.146139,150470.0,6915601200.0
51-4081,0.11904761904761904,-0.74266,124590.0,6233237700.0
51-4111,0.20588235294117646,-0.5317897,56930.0,3806339800.0
51-4121,0.08333333333333333,-1.197596,416210.0,23624079600.0
51-4122,0.08620689655172414,-1.002411,31600.0,1586952000.0
51-4191,0.15384615384615385,-1.092486,14000.0,706300000.0
51-4192,0.14285714285714285,-0.7221353,5970.0,397124400.0
51-4193,0.07894736842105263,-0.8999876,32410.0,1461691000.0
51-4194,0.027777777777777776,-0.8809238,5600.0,298144000.0
51-5111,0.44,0.4107973,23840.0,1211072000.0
51-5112,0.32608695652173914,-0.7093881,144260.0,6832153600.0
51-5113,0.07692307692307693,-0.9062089,33180.0,1475182800.0
51-6011,0.0625,-1.054399,198040.0,6915556800.0
51-6021,0.017857142857142856,-1.950063,26120.0,904796800.0
51-6031,0.07692307692307693,-0.9639661,104880.0,3943488000.0
51-6041,0.07407407407407407,-0.990912,7450.0,291742000.0
51-6042,0.05263157894736842,-1.029855,3280.0,118998400.0
51-6051,0.038461538461538464,-0.5987218,2190.0,81489900.0
51-6052,0.09090909090909091,-0.4305268,13920.0,628348800.0
51-6061,0.14583333333333334,-0.8609312,5310.0,214417800.0
51-6062,0.16666666666666666,-1.022949,9000.0,355770000.0
51-6063,0.175,-1.241662,13030.0,530581600.0
51-6064,0.08333333333333333,-1.392929,22020.0,883442400.0
51-6091,0.047619047619047616,-0.8596925,12850.0,624253000.0
51-6092,0.46875,-0.0831096,2950.0,210689000.0
51-6093,0.22727272727272727,-1.313735,20140.0,953427600.0
51-7011,0.175,-1.327489,77170.0,3726539300.0
51-7021,0.045454545454545456,-1.197727,14480.0,655944000.0
51-7031,0.14285714285714285,-0.7278869,280.0,17827600.0
51-7032,0.25,-1.057897,220.0,11932800.0
51-7041,0.0625,-1.165031,40850.0,1780243000.0
51-7042,0.07692307692307693,-1.130357,61420.0,2676069400.0
51-8011,0.3,0.7705302,5150.0,625107000.0
51-8012,0.3333333333333333,0.5012214,8520.0,948446400.0
51-8013,0.16666666666666666,-0.3482779,29320.0,2925842800.0
51-8021,0.14,-0.5032496,28250.0,2371870000.0
51-8031,0.125,-0.44501,128490.0,8035764600.0
51-8091,0.15789473684210525,-0.3831282,16610.0,1328301700.0
51-8092,0.07894736842105263,-0.2982082,18030.0,1599441300.0
51-8093,0.22916666666666666,-0.370036,33160.0,3005290800.0
51-8099,0.10526315789473684,-0.6702387,14080.0,925056000.0
51-9011,0.15217391304347827,-0.511521,139630.0,8476937300.0
51-9012,0.11904761904761904,-0.9379141,60100.0,3367403000.0
51-9021,0.09090909090909091,-1.043476,26000.0,1335880000.0
51-9022,0.05,-1.146524,10510.0,473160200.0
51-9023,0.10526315789473684,-0.819664,94920.0,4944382800.0
51-9031,0.0,-0.9479839,6060.0,248763000.0
51-9032,0.05357142857142857,-1.079282,44980.0,2134750800.0
51-9041,0.07142857142857142,-1.042151,58770.0,2777470200.0
51-9051,0.1111111111111111,-0.9582346,14280.0,727423200.0
51-9061,0.40625,-0.0293395,597370.0,31929426500.0
51-9071,0.17307692307692307,-0.1560197,22440.0,1300622400.0
51-9081,0.029411764705882353,0.0013206,34410.0,1868118900.0
51-9082,0.13333333333333333,-0.4949538,11280.0,594794400.0
51-9083,0.08333333333333333,-0.5966759,18660.0,805925400.0
51-9111,0.0,-0.978608,379060.0,16902285400.0
51-9123,0.0,-0.9705587,7940.0,358967400.0
51-9124,0.05,,158740.0,8352898800.0
51-9141,0.20833333333333334,-0.6372312,31460.0,1893262800.0
51-9151,0.390625,-0.3615806,4800.0,221040000.0
51-9161,0.25925925925925924,,169450.0,9204524000.0
51-9162,0.78125,,28500.0,2057985000.0
51-9191,0.058823529411764705,-1.311418,11500.0,538775000.0
51-9192,0.09090909090909091,-1.141885,14760.0,658296000.0
51-9193,0.05263157894736842,-0.9604952,6900.0,310086000.0
51-9194,0.11666666666666667,-0.6395226,7750.0,358980000.0
51-9195,0.05813953488372093,-1.183408,33190.0,1576525000.0
51-9196,0.0,-0.8740445,96130.0,5079509200.0
51-9197,0.021739130434782608,-1.610915,20770.0,1187213200.0
51-9198,0.10294117647058823,-1.411304,165700.0,6813584000.0
53-1041,0.3333333333333333,,9760.0,634497600.0
53-1042,0.3191489361702128,,,
53-1043,0.36363636363636365,,,
53-1044,0.2894736842105263,,,
53-2011,0.34615384615384615,-0.2070626,103560.0,29892594000.0
53-2012,0.23076923076923078,-0.1817332,47630.0,6957790400.0
53-2021,0.34782608695652173,1.152798,22510.0,3297489900.0
53-2022,0.42592592592592593,0.4845738,15190.0,966235900.0
53-2031,0.18,-0.7621183,131650.0,10194976000.0
53-3011,0.09090909090909091,-0.8298703,12630.0,457332300.0
53-3031,0.2916666666666667,-0.7293087,409180.0,16665901400.0
53-3032,0.24193548387096775,-1.149057,2062040.0,123124408400.0
53-3033,0.35714285714285715,-1.120501,983300.0,47955541000.0
53-3051,0.3235294117647059,,402930.0,19513899900.0
53-3052,0.23333333333333334,,159240.0,9598987200.0
53-3053,0.25,,248530.0,9911376400.0
53-3054,0.28125,,41050.0,2049626500.0
53-4011,0.26666666666666666,-0.4977403,33470.0,2875073000.0
53-4013,0.2,-0.8320907,3920.0,268324000.0
53-4022,0.17857142857142858,,12400.0,855972000.0
53-4031,0.2727272727272727,-0.4662731,46440.0,3673404000.0
53-4041,0.4166666666666667,-0.6155429,10200.0,787134000.0
53-5011,0.05357142857142857,-1.150001,31670.0,1799806100.0
53-5021,0.26666666666666666,-0.4281868,36850.0,3822082000.0
53-5022,0.0,-0.8871186,2480.0,139549600.0
53-5031,0.17647058823529413,-0.5264951,8400.0,939036000.0
53-6011,0.2222222222222222,-0.6322159,3040.0,168324800.0
53-6021,0.1111111111111111,-0.8353891,137880.0,4824421200.0
53-6031,0.2,-1.221489,102010.0,3751927800.0
53-6032,0.1388888888888889,,31300.0,1356229000.0
53-6041,0.4791666666666667,0.3995872,7860.0,487713000.0
53-6051,0.4298245614035088,-0.18376,24500.0,2169230000.0
53-6061,0.21428571428571427,-0.3752249,27110.0,1025300200.0
53-7011,0.08695652173913043,-0.7554432,22930.0,1033684400.0
53-7021,0.18181818181818182,-1.030619,42890.0,3093655700.0
53-7031,0.0,-1.016648,1040.0,58364800.0
53-7041,0.0,-0.9781997,2600.0,176046000.0
53-7051,0.045454545454545456,-1.39869,774420.0,37458695400.0
53-7061,0.07142857142857142,-1.629897,380430.0,14068301400.0
53-7062,0.05128205128205128,-1.709183,2950280.0,124678832800.0
53-7063,0.07692307692307693,-1.037413,42330.0,1848127800.0
53-7064,0.08333333333333333,-1.51362,559820.0,21015642800.0
53-7065,0.18333333333333332,,2833810.0,112048847400.0
53-7071,0.2692307692307692,-0.6909992,3510.0,261881100.0
53-7072,0.21428571428571427,-0.8422927,9780.0,625528800.0
53-7073,0.0,-1.091197,17990.0,1265956300.0
53-7081,0.21875,-1.283373,147240.0,7777216800.0
53-7121,0.05263157894736842,-1.38776,10700.0,641679000.0
11-2031,,1.293689,,
11-3011,,0.7398278,,
11-9039,,0.3541265,55130.0,5617747000.0
11-9061,,0.3719018,,
13-2021,,0.8413203,,
15-1111,,1.154269,,
15-1121,,1.19815,,
15-1122,,1.250146,,
15-1131,,1.271506,,
15-1132,,1.200923,,
15-1133,,1.283308,,
15-1134,,1.089463,,
15-1141,,1.284863,,
15-1142,,0.7895315,,
15-1143,,0.5803306,,
15-1151,,0.299343,,
15-1152,,0.7860606,,
15-1199,,1.232705,,
15-2091,,0.7559803,,
19-1020,,0.752081,,
19-3031,,1.456361,,
19-4011,,0.095719,,
19-4041,,0.0832659,,
19-4091,,0.0169452,,
19-4093,,-0.6672396,,
23-2091,,0.835246,,
25-1191,,1.111356,,
25-2052,,0.7357486,260870.0,18952205500.0
25-2053,,1.296072,,
25-2054,,0.9587653,,
25-3099,,1.32533,113790.0,8406805200.0
25-4021,,1.037039,,
25-9011,,0.4508702,,
25-9041,,0.4516636,,
27-3012,,0.6650665,,
27-3021,,1.163517,,
27-3022,,1.186679,,
27-4013,,0.926126,,
29-1061,,0.2349698,,
29-1062,,1.031925,,
29-1063,,1.046167,,
29-1064,,0.2803215,,
29-1065,,1.126144,,
29-1066,,1.280753,,
29-1067,,-0.0504534,,
29-1069,,0.7086123,,
29-1199,,0.7109566,,
29-2021,,-0.416508,,
29-2041,,-0.6863446,,
29-2054,,-0.1060473,,
29-2071,,0.5738765,,
29-9011,,0.8349371,,
29-9012,,0.3996866,,
31-1011,,-0.644942,,
31-1013,,-0.496565,,
31-1014,,-0.9040212,,
31-1015,,-1.679232,,
35-3021,,-0.5305266,,
35-3022,,-0.4850956,,
39-1011,,1.128203,,
39-1012,,-0.1370162,,
39-1021,,0.4303075,,
39-9021,,-0.5737774,,
41-3099,,1.302674,,
43-5081,,-0.7892948,,
43-9011,,0.7040519,,
45-3011,,-1.513249,,
45-3021,,-1.304797,,
47-5021,,-0.7018391,,
47-5031,,-0.773027,,
47-5042,,-1.200425,,
47-5061,,-1.618518,,
49-9093,,-1.372839,,
51-2091,,-1.216496,,
51-2093,,-0.2552991,,
51-4011,,-0.6737444,,
51-4012,,-0.0241824,,
51-9121,,-1.121331,,
51-9122,,-1.447553,,
51-9199,,-1.290964,251700.0,11170446000.0
53-1011,,-0.7091902,,
53-1021,,0.1160332,,
53-1031,,0.1466245,,
53-3021,,-0.605453,,
53-3022,,-0.2977046,,
53-3041,,-0.6322603,,
53-4012,,-0.771071,,
53-4021,,-1.217647,,
53-7032,,-1.144356,,
53-7033,,-1.262688,,
53-7111,,-1.351998,,
