vintage,state_fips,measure,cut,wage_bill_usd,share_of_bill_scored,share_of_bill_exposed,occupations
2020,28,eloundou_beta,0.4782608695652174,44143616600.0,0.901440630942776,0.2995495175595567,622
2020,29,eloundou_beta,0.4782608695652174,132018200100.0,0.8827937860970732,0.36076611013295024,658
2020,30,eloundou_beta,0.4782608695652174,20936183200.0,0.8897695832161041,0.3191308808995136,559
2020,31,eloundou_beta,0.4782608695652174,46461168000.0,0.8966422712403614,0.3624467244176434,600
2020,32,eloundou_beta,0.4782608695652174,61027272900.0,0.8770296878201156,0.29587074258754975,600
2020,33,eloundou_beta,0.4782608695652174,34326099400.0,0.876471805007941,0.3923953201627623,575
2020,34,eloundou_beta,0.4782608695652174,235781270100.0,0.8527118524500645,0.3952708865174819,656
2020,35,eloundou_beta,0.4782608695652174,37918563400.0,0.8563772619086091,0.3462747257144875,579
2020,36,eloundou_beta,0.4782608695652174,581654689300.0,0.86220606078762,0.410062743902469,722
2020,37,eloundou_beta,0.4782608695652174,217297659900.0,0.8711597860147964,0.3958636904679273,691
2020,38,eloundou_beta,0.4782608695652174,20362307500.0,0.8931937895545483,0.30054456782390154,512
2020,39,eloundou_beta,0.4782608695652174,261472593200.0,0.8743526864596836,0.36145842544380896,720
2020,40,eloundou_beta,0.4782608695652174,72944748500.0,0.9009402589139094,0.34493964126943494,644
2020,41,eloundou_beta,0.4782608695652174,101313508400.0,0.8571432760688011,0.36195830519376154,678
2020,42,eloundou_beta,0.4782608695652174,294978299700.0,0.8769362375574097,0.3778854089268429,714
2020,44,eloundou_beta,0.4782608695652174,25333905900.0,0.8771774943712884,0.3918702528975345,475
2020,45,eloundou_beta,0.4782608695652174,92197928000.0,0.9067977471250764,0.3420289253138203,637
2020,46,eloundou_beta,0.4782608695652174,18003343300.0,0.9140775480296485,0.3314321478981748,506
2020,47,eloundou_beta,0.4782608695652174,136663961900.0,0.8751696733884897,0.35832364549402457,688
2020,48,eloundou_beta,0.4782608695652174,632151069900.0,0.8806447237178044,0.38324660217125656,749
2020,49,eloundou_beta,0.4782608695652174,74702025300.0,0.8749591358134168,0.39858446031595235,639
2020,50,eloundou_beta,0.4782608695652174,13928989600.0,0.8635994386843393,0.34077196473648547,476
2020,51,eloundou_beta,0.4782608695652174,212520812600.0,0.8434226403856692,0.42414937266077296,638
2020,53,eloundou_beta,0.4782608695652174,205264927400.0,0.8116377376800709,0.3761591904562323,690
2020,54,eloundou_beta,0.4782608695652174,28933186700.0,0.8828133542580016,0.2993433840863427,578
2020,55,eloundou_beta,0.4782608695652174,137077186300.0,0.8674788526790763,0.35333246569131094,663
2020,56,eloundou_beta,0.4782608695652174,13029471400.0,0.9025876828740726,0.25339956485923537,469
2020,66,eloundou_beta,0.4782608695652174,2040705500.0,0.8792118215979718,0.33305025648022496,226
2020,72,eloundou_beta,0.4782608695652174,24006162600.0,0.8795228646830877,0.37917562244775305,491
2020,78,eloundou_beta,0.4782608695652174,1232643000.0,0.8866202947649887,0.287656181617429,145
