cip_code,destinations,link,eloundou_beta,felten_aioe
11.0999,1,nces_crosswalk,,
11.1001,5,nces_crosswalk,0.601230155311363,1.059853
11.1002,3,nces_crosswalk,0.5627682077165669,1.059853
11.1003,7,nces_crosswalk,0.6279408609045157,1.059853
11.1004,2,nces_crosswalk,0.8249572918302063,
11.1005,5,nces_crosswalk,0.5655353758474958,1.0140508332389615
11.1006,2,nces_crosswalk,0.6006694451770056,
11.1099,1,nces_crosswalk,,
11.9999,1,nces_crosswalk,,
12.0301,3,nces_crosswalk,0.23658247347058534,-0.2629385832700931
12.0302,2,nces_crosswalk,0.25633870103236933,-0.1903759
12.0303,2,nces_crosswalk,0.03984918143081409,-0.7311451
12.0399,3,nces_crosswalk,0.24115108926328557,-0.1903759
12.0401,5,nces_crosswalk,0.0916220561566338,-0.42646985596552095
12.0402,1,nces_crosswalk,0.175,-0.7294621
12.0404,1,nces_crosswalk,0.06521739130434782,-0.6824517
12.0406,2,nces_crosswalk,0.06725404543305363,-0.6807589855510469
12.0407,2,nces_crosswalk,0.07035205854401849,-0.684650434058807
12.0408,1,nces_crosswalk,0.19444444444444445,-0.2628396
12.0409,1,nces_crosswalk,0.19444444444444445,-0.2628396
12.0410,1,nces_crosswalk,0.08333333333333333,0.0335124
12.0411,2,nces_crosswalk,0.06725404543305363,-0.6807589855510469
12.0412,4,nces_crosswalk,0.17416331708608293,-0.684650434058807
12.0413,2,nces_crosswalk,0.07035205854401849,-0.684650434058807
12.0414,1,nces_crosswalk,0.19444444444444445,-0.2628396
12.0499,1,nces_crosswalk,0.06521739130434782,-0.6824517
12.0500,5,nces_crosswalk,0.28039656208581126,-0.5176870001407968
12.0501,2,nces_crosswalk,0.27049912819214117,-0.3313473452961672
12.0502,1,nces_crosswalk,0.2,-0.6159883
12.0503,5,nces_crosswalk,0.2965495611657586,-0.4993676999989415
12.0504,4,nces_crosswalk,0.46093634296134883,-0.2395784830473716
12.0505,3,nces_crosswalk,0.17660567475974812,-0.6364561262128237
12.0506,2,nces_crosswalk,0.11017701973705461,-1.263724778234325
12.0507,1,nces_crosswalk,0.5,-0.2575492
12.0508,1,nces_crosswalk,0.17647058823529413,-0.6360813
12.0509,5,nces_crosswalk,0.35234975199097185,-0.1596555847850641
12.0510,2,nces_crosswalk,0.4517857142857143,0.34875730000000005
12.0599,1,nces_crosswalk,,
12.0601,3,nces_crosswalk,0.4450695850798285,0.532132346137787
12.0602,2,nces_crosswalk,0.21553532439176543,0.060583200000000004
12.0699,1,nces_crosswalk,,
12.9999,1,nces_crosswalk,0.4375,0.8558319999999999
13.0101,3,nces_crosswalk,0.37083333333333335,1.192988
13.0201,8,nces_crosswalk,0.3102109040080662,0.936212447132268
13.0202,3,nces_crosswalk,0.4529689728958631,1.2915024892653233
13.0203,2,nces_crosswalk,0.4791666666666667,1.2792278131943648
13.0299,2,nces_crosswalk,0.4529689728958631,1.2522806383737517
13.0301,2,nces_crosswalk,0.521915895676681,1.2789076365778438
13.0401,4,nces_crosswalk,0.44155760861430626,1.081102691737637
13.0402,1,nces_crosswalk,,0.3541265
13.0403,2,nces_crosswalk,0.5,0.7873572310040705
13.0404,4,nces_crosswalk,0.44155760861430626,1.081102691737637
13.0406,2,nces_crosswalk,0.4655172413793103,1.2021076144949066
13.0407,1,nces_crosswalk,0.4655172413793103,1.461149
13.0408,1,nces_crosswalk,0.421875,1.048811
13.0409,1,nces_crosswalk,0.421875,1.048811
13.0410,1,nces_crosswalk,,0.3541265
13.0411,3,nces_crosswalk,0.4308011347589858,0.9310612206750961
13.0412,4,nces_crosswalk,0.44155760861430626,1.081102691737637
13.0413,1,nces_crosswalk,,0.3541265
13.0414,2,nces_crosswalk,0.4308011347589858,1.0101836146421552
13.0499,1,nces_crosswalk,,0.3541265
13.0501,3,nces_crosswalk,0.5426500782663496,1.232751274669854
13.0601,3,nces_crosswalk,0.4176017827262294,1.413910303650837
13.0603,4,nces_crosswalk,0.42604845000076846,1.4130272534430963
13.0604,4,nces_crosswalk,0.42604845000076846,1.4130272534430963
13.0607,5,nces_crosswalk,0.4970947400432604,1.257409001164543
13.0608,3,nces_crosswalk,0.4205240195887908,1.430822952308679
13.0699,4,nces_crosswalk,0.42604845000076846,1.4130272534430963
13.0701,1,nces_crosswalk,,
13.0901,1,nces_crosswalk,0.4791666666666667,1.192988
13.1001,7,nces_crosswalk,0.2971302959182246,-0.18028961250000003
13.1003,7,nces_crosswalk,0.3655974231642178,0.40188479760173157
13.1004,1,nces_crosswalk,,
