period,young_ratio_indexed,prime_ratio_indexed,young_relative_to_prime
2025-02,0.9224584037855432,1.0093399729809798,0.9139223933251738
2025-03,1.0775415962144568,0.9906600270190203,1.0877006912824276
2025-04,1.1978092288777298,1.0008647515816893,1.1967743163947022
