vintage,state_fips,soc_code,employment,wage,bill
2024,19,41-4011,2000.0,111660.0,223320000.0
2024,19,41-4012,16620.0,77370.0,1285889400.0
2024,19,41-9011,280.0,37060.0,10376800.0
2024,19,41-9021,740.0,104930.0,77648200.0
2024,19,41-9022,670.0,46070.0,30866900.0
2024,19,41-9031,360.0,106690.0,38408400.0
2024,19,41-9041,1880.0,31610.0,59426800.0
2024,19,41-9099,520.0,47700.0,24804000.0
2024,19,43-1011,10230.0,64830.0,663210900.0
2024,19,43-2011,260.0,37970.0,9872200.0
2024,19,43-3011,1020.0,45030.0,45930600.0
2024,19,43-3021,3870.0,47220.0,182741400.0
2024,19,43-3031,14150.0,48980.0,693067000.0
2024,19,43-3041,220.0,37490.0,8247800.0
2024,19,43-3051,1240.0,56290.0,69799600.0
2024,19,43-3061,650.0,48260.0,31369000.0
2024,19,43-3071,5600.0,39730.0,222488000.0
2024,19,43-3099,110.0,49670.0,5463700.0
2024,19,43-4011,270.0,55380.0,14952600.0
2024,19,43-4031,2400.0,49960.0,119904000.0
2024,19,43-4041,120.0,53230.0,6387600.0
2024,19,43-4051,28810.0,46160.0,1329869600.0
2024,19,43-4061,1020.0,58870.0,60047400.0
2024,19,43-4071,430.0,44100.0,18963000.0
2024,19,43-4081,2990.0,31220.0,93347800.0
2024,19,43-4111,1920.0,39140.0,75148800.0
2024,19,43-4121,1530.0,30990.0,47414700.0
2024,19,43-4131,2700.0,51070.0,137889000.0
2024,19,43-4141,1110.0,44570.0,49472700.0
2024,19,43-4151,890.0,43360.0,38590400.0
2024,19,43-4161,1100.0,46580.0,51238000.0
2024,19,43-4171,4980.0,35980.0,179180400.0
2024,19,43-4181,280.0,35980.0,10074400.0
2024,19,43-4199,510.0,47220.0,24082200.0
2024,19,43-5011,710.0,49570.0,35194700.0
2024,19,43-5021,720.0,36920.0,26582400.0
2024,19,43-5031,940.0,53540.0,50327600.0
2024,19,43-5032,1540.0,54190.0,83452600.0
2024,19,43-5041,80.0,58710.0,4696800.0
2024,19,43-5051,1300.0,57410.0,74633000.0
2024,19,43-5052,3710.0,59740.0,221635400.0
2024,19,43-5053,1050.0,61010.0,64060500.0
2024,19,43-5061,3300.0,60150.0,198495000.0
2024,19,43-5071,8080.0,47200.0,381376000.0
2024,19,43-5111,490.0,47450.0,23250500.0
2024,19,43-6011,4460.0,62170.0,277278200.0
2024,19,43-6013,10150.0,41520.0,421428000.0
2024,19,43-6014,12320.0,44570.0,549102400.0
2024,19,43-9021,910.0,41770.0,38010700.0
2024,19,43-9022,340.0,40830.0,13882200.0
2024,19,43-9041,2550.0,47060.0,120003000.0
2024,19,43-9051,770.0,36960.0,28459200.0
2024,19,43-9061,24280.0,43330.0,1052052400.0
2024,19,43-9071,300.0,39090.0,11727000.0
2024,19,43-9081,160.0,44080.0,7052800.0
2024,19,43-9111,120.0,78540.0,9424800.0
2024,19,43-9199,2460.0,52560.0,129297600.0
2024,19,45-1011,530.0,69090.0,36617700.0
2024,19,45-2011,350.0,57100.0,19985000.0
2024,19,45-2041,320.0,43520.0,13926400.0
2024,19,45-2091,1710.0,49220.0,84166200.0
2024,19,45-2092,820.0,35630.0,29216600.0
2024,19,45-2093,1310.0,37850.0,49583500.0
2024,19,47-1011,10120.0,78390.0,793306800.0
2024,19,47-2021,410.0,62710.0,25711100.0
2024,19,47-2031,6650.0,55560.0,369474000.0
2024,19,47-2041,50.0,42440.0,2122000.0
2024,19,47-2042,240.0,52760.0,12662400.0
2024,19,47-2044,320.0,58250.0,18640000.0
2024,19,47-2051,2860.0,54810.0,156756600.0
2024,19,47-2061,13420.0,49150.0,659593000.0
2024,19,47-2071,170.0,57020.0,9693400.0
2024,19,47-2073,5440.0,63150.0,343536000.0
2024,19,47-2081,530.0,53180.0,28185400.0
2024,19,47-2082,70.0,67790.0,4745300.0
2024,19,47-2111,8900.0,63910.0,568799000.0
2024,19,47-2121,480.0,57350.0,27528000.0
2024,19,47-2131,340.0,53200.0,18088000.0
2024,19,47-2132,300.0,53720.0,16116000.0
2024,19,47-2141,1730.0,51070.0,88351100.0
2024,19,47-2151,180.0,54700.0,9846000.0
2024,19,47-2152,6350.0,64860.0,411861000.0
2024,19,47-2181,1070.0,50750.0,54302500.0
2024,19,47-2211,1590.0,61220.0,97339800.0
2024,19,47-2221,720.0,70000.0,50400000.0
2024,19,47-3011,60.0,46160.0,2769600.0
2024,19,47-3013,320.0,44620.0,14278400.0
2024,19,47-3015,220.0,37970.0,8353400.0
2024,19,47-3019,240.0,43690.0,10485600.0
2024,19,47-4011,1260.0,66570.0,83878200.0
2024,19,47-4021,190.0,99040.0,18817600.0
2024,19,47-4031,500.0,49910.0,24955000.0
2024,19,47-4041,370.0,51420.0,19025400.0
2024,19,47-4051,4400.0,55570.0,244508000.0
2024,19,47-4061,190.0,58650.0,11143500.0
2024,19,47-4071,820.0,54090.0,44353800.0
2024,19,47-4090,420.0,47700.0,20034000.0
2024,19,47-5022,710.0,53880.0,38254800.0
2024,19,47-5023,140.0,56380.0,7893200.0
2024,19,47-5032,100.0,45240.0,4524000.0
2024,19,47-5044,110.0,48010.0,5281100.0
2024,19,47-5051,100.0,50250.0,5025000.0
2024,19,49-1011,5860.0,80110.0,469444600.0
2024,19,49-2011,590.0,49460.0,29181400.0
2024,19,49-2022,1870.0,63130.0,118053100.0
2024,19,49-2092,230.0,47760.0,10984800.0
2024,19,49-2093,120.0,72850.0,8742000.0
2024,19,49-2094,900.0,70870.0,63783000.0
2024,19,49-2095,70.0,87950.0,6156500.0
2024,19,49-2097,40.0,60850.0,2434000.0
2024,19,49-2098,530.0,61790.0,32748700.0
2024,19,49-3011,380.0,71280.0,27086400.0
2024,19,49-3021,1930.0,54440.0,105069200.0
2024,19,49-3022,100.0,47140.0,4714000.0
2024,19,49-3023,8060.0,53110.0,428066600.0
2024,19,49-3031,4270.0,60290.0,257438300.0
2024,19,49-3041,2110.0,57910.0,122190100.0
2024,19,49-3042,2860.0,65270.0,186672200.0
2024,19,49-3043,250.0,66860.0,16715000.0
2024,19,49-3051,140.0,49300.0,6902000.0
2024,19,49-3052,320.0,44640.0,14284800.0
2024,19,49-3053,520.0,47300.0,24596000.0
2024,19,49-3091,310.0,34900.0,10819000.0
2024,19,49-3092,340.0,49920.0,16972800.0
2024,19,49-3093,950.0,40200.0,38190000.0
2024,19,49-9011,320.0,54630.0,17481600.0
2024,19,49-9012,720.0,81270.0,58514400.0
2024,19,49-9021,3990.0,60160.0,240038400.0
2024,19,49-9031,390.0,45970.0,17928300.0
2024,19,49-9041,5860.0,66250.0,388225000.0
2024,19,49-9043,900.0,64070.0,57663000.0
2024,19,49-9044,920.0,64250.0,59110000.0
2024,19,49-9051,1440.0,88500.0,127440000.0
2024,19,49-9052,840.0,61310.0,51500400.0
2024,19,49-9061,50.0,48400.0,2420000.0
2024,19,49-9062,730.0,62820.0,45858600.0
2024,19,49-9063,120.0,50080.0,6009600.0
2024,19,49-9069,100.0,65420.0,6542000.0
2024,19,49-9071,15720.0,52760.0,829387200.0
2024,19,49-9081,700.0,68190.0,47733000.0
2024,19,49-9091,420.0,45470.0,19097400.0
2024,19,49-9094,130.0,48720.0,6333600.0
2024,19,49-9096,110.0,56400.0,6204000.0
2024,19,49-9098,800.0,39660.0,31728000.0
2024,19,49-9099,1900.0,49560.0,94164000.0
2024,19,51-1011,10630.0,71650.0,761639500.0
2024,19,51-2021,130.0,50110.0,6514300.0
2024,19,51-2028,3290.0,44860.0,147589400.0
2024,19,51-2031,120.0,49350.0,5922000.0
2024,19,51-2041,820.0,50350.0,41287000.0
2024,19,51-2051,250.0,49360.0,12340000.0
2024,19,51-2090,20500.0,44880.0,920040000.0
2024,19,51-3011,2130.0,35790.0,76232700.0
2024,19,51-3021,4130.0,36580.0,151075400.0
2024,19,51-3022,3270.0,42470.0,138876900.0
2024,19,51-3023,4040.0,43640.0,176305600.0
2024,19,51-3091,820.0,44990.0,36891800.0
2024,19,51-3092,4990.0,49700.0,248003000.0
2024,19,51-3093,1000.0,46500.0,46500000.0
2024,19,51-3099,3070.0,42200.0,129554000.0
2024,19,51-4021,630.0,48080.0,30290400.0
2024,19,51-4023,560.0,55340.0,30990400.0
2024,19,51-4031,2320.0,47470.0,110130400.0
2024,19,51-4032,150.0,48290.0,7243500.0
2024,19,51-4033,1200.0,47080.0,56496000.0
2024,19,51-4034,220.0,51650.0,11363000.0
2024,19,51-4035,320.0,58870.0,18838400.0
2024,19,51-4041,3010.0,54950.0,165399500.0
2024,19,51-4051,380.0,62520.0,23757600.0
2024,19,51-4052,110.0,54840.0,6032400.0
2024,19,51-4061,60.0,57300.0,3438000.0
2024,19,51-4062,40.0,61740.0,2469600.0
2024,19,51-4071,610.0,45920.0,28011200.0
2024,19,51-4072,2770.0,45140.0,125037800.0
2024,19,51-4081,4350.0,48770.0,212149500.0
2024,19,51-4111,720.0,61750.0,44460000.0
2024,19,51-4121,9250.0,52280.0,483590000.0
2024,19,51-4122,1650.0,52340.0,86361000.0
2024,19,51-4191,160.0,51760.0,8281600.0
2024,19,51-4193,170.0,45270.0,7695900.0
2024,19,51-4194,50.0,46020.0,2301000.0
2024,19,51-4199,100.0,51240.0,5124000.0
2024,19,51-5111,280.0,46900.0,13132000.0
2024,19,51-5112,2240.0,42020.0,94124800.0
2024,19,51-5113,350.0,44860.0,15701000.0
2024,19,51-6011,2120.0,32610.0,69133200.0
2024,19,51-6021,140.0,29560.0,4138400.0
2024,19,51-6031,790.0,37610.0,29711900.0
2024,19,51-6041,50.0,44850.0,2242500.0
2024,19,51-6052,60.0,37130.0,2227800.0
2024,19,51-6062,100.0,36500.0,3650000.0
2024,19,51-6091,100.0,45670.0,4567000.0
2024,19,51-6093,70.0,49750.0,3482500.0
2024,19,51-6099,50.0,40160.0,2008000.0
2024,19,51-7011,1310.0,47140.0,61753400.0
2024,19,51-7021,110.0,48450.0,5329500.0
2024,19,51-7041,320.0,46470.0,14870400.0
2024,19,51-7042,1570.0,47980.0,75328600.0
2024,19,51-7099,50.0,46960.0,2348000.0
2024,19,51-8013,380.0,88970.0,33808600.0
2024,19,51-8021,190.0,65360.0,12418400.0
2024,19,51-8031,2460.0,58580.0,144106800.0
2024,19,51-8092,400.0,87250.0,34900000.0
2024,19,51-8093,110.0,86070.0,9467700.0
2024,19,51-8099,110.0,61990.0,6818900.0
2024,19,51-9011,2080.0,58690.0,122075200.0
2024,19,51-9012,850.0,51980.0,44183000.0
2024,19,51-9021,1970.0,56280.0,110871600.0
2024,19,51-9022,240.0,47410.0,11378400.0
2024,19,51-9023,2320.0,49810.0,115559200.0
2024,19,51-9031,40.0,44430.0,1777200.0
2024,19,51-9032,880.0,52220.0,45953600.0
2024,19,51-9041,460.0,48920.0,22503200.0
2024,19,51-9051,200.0,51060.0,10212000.0
2024,19,51-9061,7070.0,51740.0,365801800.0
2024,19,51-9071,120.0,54040.0,6484800.0
2024,19,51-9081,380.0,55450.0,21071000.0
2024,19,51-9082,120.0,47100.0,5652000.0
2024,19,51-9083,190.0,36300.0,6897000.0
2024,19,51-9111,7460.0,46350.0,345771000.0
2024,19,51-9123,170.0,46670.0,7933900.0
2024,19,51-9124,2990.0,48680.0,145553200.0
2024,19,51-9151,90.0,38300.0,3447000.0
2024,19,51-9161,4710.0,52340.0,246521400.0
2024,19,51-9162,700.0,57200.0,40040000.0
2024,19,51-9191,220.0,52270.0,11499400.0
2024,19,51-9192,330.0,43690.0,14417700.0
2024,19,51-9193,250.0,57960.0,14490000.0
2024,19,51-9194,140.0,41920.0,5868800.0
2024,19,51-9195,620.0,44600.0,27652000.0
2024,19,51-9196,1180.0,53580.0,63224400.0
2024,19,51-9197,770.0,54270.0,41787900.0
2024,19,51-9198,2250.0,44780.0,100755000.0
2024,19,51-9199,4460.0,44130.0,196819800.0
2024,19,53-1041,70.0,60030.0,4202100.0
2024,19,53-1047,6360.0,61370.0,390313200.0
2024,19,53-2011,100.0,158090.0,15809000.0
2024,19,53-2012,440.0,118860.0,52298400.0
2024,19,53-2021,90.0,96620.0,8695800.0
2024,19,53-2022,40.0,44500.0,1780000.0
2024,19,53-3011,230.0,38770.0,8917100.0
2024,19,53-3031,4640.0,40250.0,186760000.0
2024,19,53-3032,37430.0,58350.0,2184040500.0
2024,19,53-3033,8940.0,46890.0,419196600.0
2024,19,53-3051,5140.0,47170.0,242453800.0
2024,19,53-3052,1970.0,43430.0,85557100.0
2024,19,53-3053,1980.0,33400.0,66132000.0
2024,19,53-3099,80.0,50530.0,4042400.0
2024,19,53-4011,1520.0,82020.0,124670400.0
2024,19,53-4022,330.0,71390.0,23558700.0
2024,19,53-4031,1080.0,76610.0,82738800.0
2024,19,53-5011,80.0,44920.0,3593600.0
2024,19,53-5021,100.0,92880.0,9288000.0
2024,19,53-6011,60.0,68780.0,4126800.0
2024,19,53-6021,1270.0,29160.0,37033200.0
2024,19,53-6031,410.0,32490.0,13320900.0
2024,19,53-6032,150.0,39830.0,5974500.0
2024,19,53-6041,30.0,71790.0,2153700.0
2024,19,53-6051,100.0,98710.0,9871000.0
2024,19,53-7011,610.0,51210.0,31238100.0
2024,19,53-7021,570.0,60370.0,34410900.0
2024,19,53-7031,60.0,63550.0,3813000.0
2024,19,53-7051,9070.0,47530.0,431097100.0
2024,19,53-7061,4170.0,34480.0,143781600.0
2024,19,53-7062,32150.0,42710.0,1373126500.0
2024,19,53-7063,690.0,44630.0,30794700.0
2024,19,53-7064,4200.0,36020.0,151284000.0
2024,19,53-7065,26020.0,38710.0,1007234200.0
2024,19,53-7081,2050.0,49880.0,102254000.0
2024,19,53-7121,260.0,54910.0,14276600.0
2024,19,53-7199,40.0,54960.0,2198400.0
2024,20,11-1011,2540.0,196580.0,499313200.0
2024,20,11-1021,25500.0,107240.0,2734620000.0
2024,20,11-1031,130.0,32030.0,4163900.0
2024,20,11-2011,60.0,144520.0,8671200.0
2024,20,11-2021,1310.0,151430.0,198373300.0
2024,20,11-2022,4940.0,163080.0,805615200.0
2024,20,11-2032,230.0,122620.0,28202600.0
2024,20,11-2033,150.0,128500.0,19275000.0
2024,20,11-3012,1340.0,119510.0,160143400.0
2024,20,11-3013,1070.0,120440.0,128870800.0
2024,20,11-3021,3590.0,163000.0,585170000.0
2024,20,11-3031,4820.0,154730.0,745798600.0
2024,20,11-3051,2170.0,132850.0,288284500.0
2024,20,11-3061,720.0,145050.0,104436000.0
2024,20,11-3071,1200.0,116580.0,139896000.0
2024,20,11-3111,80.0,119790.0,9583200.0
2024,20,11-3121,1270.0,137650.0,174815500.0
2024,20,11-3131,200.0,131920.0,26384000.0
2024,20,11-9013,40.0,81720.0,3268800.0
2024,20,11-9021,3210.0,107290.0,344400900.0
2024,20,11-9031,480.0,55490.0,26635200.0
2024,20,11-9032,2460.0,94580.0,232666800.0
2024,20,11-9033,1740.0,126870.0,220753800.0
2024,20,11-9039,300.0,108230.0,32469000.0
2024,20,11-9041,1740.0,159940.0,278295600.0
2024,20,11-9051,1620.0,67600.0,109512000.0
2024,20,11-9071,40.0,100610.0,4024400.0
2024,20,11-9072,60.0,90040.0,5402400.0
2024,20,11-9081,300.0,89760.0,26928000.0
2024,20,11-9111,5030.0,118980.0,598469400.0
2024,20,11-9121,280.0,163250.0,45710000.0
2024,20,11-9131,190.0,91450.0,17375500.0
2024,20,11-9141,2880.0,64180.0,184838400.0
2024,20,11-9151,1640.0,78880.0,129363200.0
2024,20,11-9161,190.0,69950.0,13290500.0
2024,20,11-9171,120.0,82290.0,9874800.0
2024,20,11-9199,2560.0,127020.0,325171200.0
2024,20,13-1020,6270.0,73150.0,458650500.0
2024,20,13-1031,3860.0,78530.0,303125800.0
2024,20,13-1041,3700.0,74210.0,274577000.0
2024,20,13-1051,2520.0,76930.0,193863600.0
2024,20,13-1071,8830.0,77880.0,687680400.0
2024,20,13-1075,390.0,72460.0,28259400.0
2024,20,13-1081,2640.0,61920.0,163468800.0
2024,20,13-1082,3670.0,94080.0,345273600.0
2024,20,13-1111,5670.0,88230.0,500264100.0
2024,20,13-1121,740.0,55020.0,40714800.0
2024,20,13-1131,1020.0,65460.0,66769200.0
2024,20,13-1141,800.0,72730.0,58184000.0
2024,20,13-1151,4700.0,70090.0,329423000.0
2024,20,13-1161,8340.0,71410.0,595559400.0
2024,20,13-1199,10910.0,87730.0,957134300.0
2024,20,13-2011,14030.0,81420.0,1142322600.0
2024,20,13-2020,1120.0,64860.0,72643200.0
2024,20,13-2031,310.0,84990.0,26346900.0
2024,20,13-2041,480.0,79130.0,37982400.0
2024,20,13-2051,1690.0,85180.0,143954200.0
2024,20,13-2052,3130.0,164480.0,514822400.0
2024,20,13-2053,1290.0,98130.0,126587700.0
2024,20,13-2054,190.0,84620.0,16077800.0
2024,20,13-2061,430.0,93760.0,40316800.0
2024,20,13-2072,3950.0,94250.0,372287500.0
2024,20,13-2081,50.0,81100.0,4055000.0
2024,20,13-2082,630.0,53500.0,33705000.0
2024,20,13-2099,1120.0,59460.0,66595200.0
2024,20,15-1211,4090.0,102220.0,418079800.0
2024,20,15-1212,1380.0,100850.0,139173000.0
2024,20,15-1231,330.0,77500.0,25575000.0
2024,20,15-1232,6090.0,53440.0,325449600.0
2024,20,15-1241,1600.0,106720.0,170752000.0
2024,20,15-1242,560.0,118250.0,66220000.0
2024,20,15-1243,390.0,124980.0,48742200.0
2024,20,15-1244,3610.0,86900.0,313709000.0
2024,20,15-1251,600.0,98990.0,59394000.0
2024,20,15-1252,15850.0,112900.0,1789465000.0
2024,20,15-1253,1320.0,86940.0,114760800.0
2024,20,15-1254,440.0,79250.0,34870000.0
2024,20,15-1255,380.0,87930.0,33413400.0
2024,20,15-1299,1430.0,99440.0,142199200.0
2024,20,15-2011,310.0,135270.0,41933700.0
2024,20,15-2031,550.0,99860.0,54923000.0
2024,20,15-2041,50.0,101930.0,5096500.0
2024,20,15-2051,340.0,107300.0,36482000.0
2024,20,17-1011,980.0,91860.0,90022800.0
2024,20,17-1012,170.0,72480.0,12321600.0
2024,20,17-1021,260.0,65590.0,17053400.0
2024,20,17-1022,400.0,74130.0,29652000.0
2024,20,17-2011,1900.0,118870.0,225853000.0
2024,20,17-2031,80.0,110740.0,8859200.0
2024,20,17-2041,260.0,118210.0,30734600.0
2024,20,17-2051,3140.0,96880.0,304203200.0
2024,20,17-2061,190.0,105150.0,19978500.0
2024,20,17-2071,2320.0,100510.0,233183200.0
2024,20,17-2072,890.0,105210.0,93636900.0
2024,20,17-2081,400.0,101160.0,40464000.0
2024,20,17-2111,130.0,108580.0,14115400.0
2024,20,17-2112,3210.0,99510.0,319427100.0
2024,20,17-2131,260.0,105850.0,27521000.0
2024,20,17-2141,4120.0,94780.0,390493600.0
2024,20,17-2171,160.0,143470.0,22955200.0
2024,20,17-2199,770.0,76670.0,59035900.0
2024,20,17-3011,660.0,63490.0,41903400.0
2024,20,17-3012,250.0,71310.0,17827500.0
2024,20,17-3013,460.0,74460.0,34251600.0
2024,20,17-3019,60.0,64590.0,3875400.0
2024,20,17-3021,650.0,72470.0,47105500.0
2024,20,17-3022,960.0,58610.0,56265600.0
2024,20,17-3023,720.0,73240.0,52732800.0
2024,20,17-3025,50.0,63040.0,3152000.0
2024,20,17-3026,430.0,57220.0,24604600.0
2024,20,17-3027,200.0,69490.0,13898000.0
2024,20,17-3029,970.0,68010.0,65969700.0
2024,20,17-3031,570.0,55240.0,31486800.0
2024,20,19-1012,310.0,94070.0,29161700.0
2024,20,19-1013,340.0,70630.0,24014200.0
2024,20,19-1022,160.0,69220.0,11075200.0
2024,20,19-1023,160.0,64560.0,10329600.0
2024,20,19-1029,430.0,83040.0,35707200.0
2024,20,19-1031,460.0,59310.0,27282600.0
2024,20,19-1032,40.0,68440.0,2737600.0
2024,20,19-1041,70.0,72840.0,5098800.0
2024,20,19-1042,1050.0,100680.0,105714000.0
2024,20,19-2021,140.0,82970.0,11615800.0
2024,20,19-2031,580.0,77550.0,44979000.0
2024,20,19-2032,30.0,113140.0,3394200.0
2024,20,19-2041,530.0,83680.0,44350400.0
2024,20,19-2042,280.0,90730.0,25404400.0
2024,20,19-2099,130.0,108670.0,14127100.0
2024,20,19-3011,110.0,114280.0,12570800.0
2024,20,19-3022,180.0,57880.0,10418400.0
2024,20,19-3033,350.0,65270.0,22844500.0
2024,20,19-3034,620.0,71870.0,44559400.0
2024,20,19-3039,110.0,127940.0,14073400.0
2024,20,19-3051,350.0,83180.0,29113000.0
2024,20,19-3093,40.0,76450.0,3058000.0
2024,20,19-3099,360.0,85100.0,30636000.0
2024,20,19-4012,220.0,46710.0,10276200.0
2024,20,19-4013,60.0,38120.0,2287200.0
2024,20,19-4021,690.0,51160.0,35300400.0
2024,20,19-4031,290.0,58360.0,16924400.0
2024,20,19-4042,330.0,51210.0,16899300.0
2024,20,19-4061,170.0,57610.0,9793700.0
2024,20,19-4071,170.0,42810.0,7277700.0
2024,20,19-4092,200.0,72710.0,14542000.0
2024,20,19-4099,890.0,62490.0,55616100.0
2024,20,19-5011,1280.0,81650.0,104512000.0
2024,20,19-5012,410.0,56860.0,23312600.0
2024,20,21-1012,2980.0,58950.0,175671000.0
2024,20,21-1013,160.0,63480.0,10156800.0
2024,20,21-1015,840.0,43570.0,36598800.0
2024,20,21-1018,2410.0,59530.0,143467300.0
2024,20,21-1021,3380.0,55460.0,187454800.0
2024,20,21-1022,1420.0,64570.0,91689400.0
2024,20,21-1023,1360.0,58640.0,79750400.0
2024,20,21-1091,450.0,66060.0,29727000.0
2024,20,21-1092,790.0,58600.0,46294000.0
2024,20,21-1093,5840.0,41990.0,245221600.0
2024,20,21-1094,260.0,50590.0,13153400.0
2024,20,21-1099,730.0,44770.0,32682100.0
2024,20,21-2011,330.0,59500.0,19635000.0
2024,20,21-2021,70.0,65580.0,4590600.0
2024,20,23-1011,4270.0,129530.0,553093100.0
2024,20,23-1012,60.0,49340.0,2960400.0
2024,20,23-1021,40.0,134600.0,5384000.0
2024,20,23-1022,30.0,66580.0,1997400.0
2024,20,23-1023,420.0,121000.0,50820000.0
2024,20,23-2011,2330.0,54310.0,126542300.0
2024,20,23-2093,770.0,52200.0,40194000.0
2024,20,23-2099,70.0,84170.0,5891900.0
2024,20,25-1011,620.0,117110.0,72608200.0
2024,20,25-1021,210.0,94810.0,19910100.0
2024,20,25-1022,420.0,72760.0,30559200.0
2024,20,25-1031,140.0,95830.0,13416200.0
2024,20,25-1032,260.0,123020.0,31985200.0
2024,20,25-1041,220.0,106160.0,23355200.0
2024,20,25-1042,420.0,92650.0,38913000.0
2024,20,25-1051,70.0,117950.0,8256500.0
2024,20,25-1052,160.0,112260.0,17961600.0
2024,20,25-1054,100.0,100850.0,10085000.0
2024,20,25-1062,90.0,116740.0,10506600.0
2024,20,25-1063,130.0,126180.0,16403400.0
2024,20,25-1065,90.0,88880.0,7999200.0
2024,20,25-1066,230.0,91460.0,21035800.0
2024,20,25-1067,110.0,85420.0,9396200.0
2024,20,25-1069,150.0,54190.0,8128500.0
2024,20,25-1071,1150.0,115080.0,132342000.0
2024,20,25-1072,470.0,71980.0,33830600.0
2024,20,25-1081,470.0,72040.0,33858800.0
2024,20,25-1082,50.0,74330.0,3716500.0
2024,20,25-1111,90.0,54480.0,4903200.0
2024,20,25-1113,70.0,91840.0,6428800.0
2024,20,25-1121,580.0,69650.0,40397000.0
2024,20,25-1122,280.0,79950.0,22386000.0
2024,20,25-1123,430.0,71820.0,30882600.0
2024,20,25-1124,140.0,75550.0,10577000.0
2024,20,25-1125,130.0,91710.0,11922300.0
2024,20,25-1126,120.0,76320.0,9158400.0
2024,20,25-1193,80.0,67450.0,5396000.0
2024,20,25-1194,1100.0,57900.0,63690000.0
2024,20,25-1199,3100.0,83270.0,258137000.0
2024,20,25-2011,1570.0,43110.0,67682700.0
2024,20,25-2012,1240.0,55890.0,69303600.0
2024,20,25-2021,14200.0,54280.0,770776000.0
2024,20,25-2022,6430.0,57410.0,369146300.0
2024,20,25-2023,70.0,57090.0,3996300.0
2024,20,25-2031,11090.0,57300.0,635457000.0
2024,20,25-2032,750.0,57440.0,43080000.0
2024,20,25-2051,380.0,56010.0,21283800.0
2024,20,25-2052,1590.0,59180.0,94096200.0
2024,20,25-2057,610.0,57860.0,35294600.0
2024,20,25-2058,1650.0,63120.0,104148000.0
2024,20,25-3011,130.0,55200.0,7176000.0
2024,20,25-3021,880.0,42090.0,37039200.0
2024,20,25-3031,8100.0,34200.0,277020000.0
2024,20,25-3041,910.0,36770.0,33460700.0
2024,20,25-3099,890.0,75120.0,66856800.0
2024,20,25-4011,30.0,56690.0,1700700.0
2024,20,25-4012,90.0,66510.0,5985900.0
2024,20,25-4013,150.0,42570.0,6385500.0
2024,20,25-4022,1680.0,53860.0,90484800.0
2024,20,25-4031,580.0,40250.0,23345000.0
2024,20,25-9021,310.0,62040.0,19232400.0
2024,20,25-9031,1890.0,65830.0,124418700.0
2024,20,25-9044,420.0,43120.0,18110400.0
2024,20,25-9045,19770.0,28080.0,555141600.0
2024,20,25-9099,430.0,52950.0,22768500.0
2024,20,27-1011,360.0,77270.0,27817200.0
2024,20,27-1013,50.0,39480.0,1974000.0
2024,20,27-1021,250.0,108990.0,27247500.0
2024,20,27-1022,50.0,65410.0,3270500.0
2024,20,27-1023,400.0,32460.0,12984000.0
2024,20,27-1024,2080.0,55520.0,115481600.0
2024,20,27-1025,430.0,61130.0,26285900.0
2024,20,27-1026,1760.0,40130.0,70628800.0
2024,20,27-1027,150.0,26480.0,3972000.0
2024,20,27-2012,410.0,63140.0,25887400.0
2024,20,27-2021,190.0,50660.0,9625400.0
2024,20,27-2022,4240.0,48830.0,207039200.0
2024,20,27-2023,620.0,34680.0,21501600.0
2024,20,27-2032,30.0,38940.0,1168200.0
2024,20,27-3011,560.0,45090.0,25250400.0
2024,20,27-3023,320.0,44390.0,14204800.0
2024,20,27-3031,2430.0,65400.0,158922000.0
2024,20,27-3041,490.0,59060.0,28939400.0
2024,20,27-3042,350.0,71620.0,25067000.0
2024,20,27-3043,190.0,55750.0,10592500.0
2024,20,27-3091,440.0,51830.0,22805200.0
2024,20,27-3092,110.0,65410.0,7195100.0
2024,20,27-3099,30.0,51440.0,1543200.0
2024,20,27-4011,200.0,53430.0,10686000.0
2024,20,27-4012,70.0,54870.0,3840900.0
2024,20,27-4015,70.0,52210.0,3654700.0
2024,20,27-4021,270.0,39030.0,10538100.0
2024,20,27-4031,120.0,54930.0,6591600.0
2024,20,27-4032,90.0,41550.0,3739500.0
2024,20,29-1011,430.0,84350.0,36270500.0
2024,20,29-1021,1240.0,172120.0,213428800.0
2024,20,29-1031,560.0,68710.0,38477600.0
2024,20,29-1041,460.0,142400.0,65504000.0
2024,20,29-1051,3560.0,130770.0,465541200.0
2024,20,29-1071,1010.0,125990.0,127249900.0
2024,20,29-1081,40.0,174910.0,6996400.0
2024,20,29-1122,1650.0,93540.0,154341000.0
2024,20,29-1123,2640.0,96250.0,254100000.0
2024,20,29-1124,110.0,89950.0,9894500.0
2024,20,29-1125,710.0,42440.0,30132400.0
2024,20,29-1126,1260.0,73300.0,92358000.0
2024,20,29-1127,1790.0,84230.0,150771700.0
2024,20,29-1128,100.0,51520.0,5152000.0
2024,20,29-1129,60.0,72690.0,4361400.0
2024,20,29-1131,940.0,110250.0,103635000.0
2024,20,29-1141,32640.0,79430.0,2592595200.0
2024,20,29-1171,3030.0,127900.0,387537000.0
2024,20,29-1181,170.0,88370.0,15022900.0
2024,20,29-1211,570.0,315890.0,180057300.0
2024,20,29-1215,140.0,244390.0,34214600.0
2024,20,29-1221,150.0,216240.0,32436000.0
2024,20,29-1223,80.0,261600.0,20928000.0
2024,20,29-1229,4290.0,209280.0,897811200.0
