state_abbr,series,cycle,ref_start,ref_end,share_using_ai,se,suppressed,state_fips
TN,ai_in_production,202520,2025-09-08,2025-09-21,9.6,1.98,False,47
TX,ai_in_any_function,202524,2025-11-03,2025-11-16,19.6,1.0,False,48
TX,ai_in_production,202319,2023-08-28,2023-09-10,3.1,0.39,False,48
TX,ai_in_production,202320,2023-09-11,2023-09-24,3.8,0.47,False,48
TX,ai_in_production,202321,2023-09-25,2023-10-08,3.7,0.4,False,48
TX,ai_in_production,202322,2023-10-09,2023-10-22,3.5,0.49,False,48
TX,ai_in_production,202323,2023-10-23,2023-11-05,4.9,0.59,False,48
TX,ai_in_production,202324,2023-11-06,2023-11-19,5.0,0.44,False,48
TX,ai_in_production,202325,2023-11-20,2023-12-03,4.5,0.64,False,48
TX,ai_in_production,202326,2023-12-04,2023-12-17,6.0,0.52,False,48
TX,ai_in_production,202401,2023-12-18,2023-12-31,4.6,0.33,False,48
TX,ai_in_production,202402,2024-01-01,2024-01-14,4.8,0.6,False,48
TX,ai_in_production,202403,2024-01-15,2024-01-28,4.4,0.46,False,48
TX,ai_in_production,202404,2024-01-29,2024-02-11,6.3,0.5,False,48
TX,ai_in_production,202405,2024-02-12,2024-02-25,3.9,0.48,False,48
TX,ai_in_production,202406,2024-02-26,2024-03-10,4.5,0.65,False,48
TX,ai_in_production,202407,2024-03-11,2024-03-24,4.2,0.37,False,48
TX,ai_in_production,202408,2024-03-25,2024-04-07,4.4,0.42,False,48
TX,ai_in_production,202409,2024-04-08,2024-04-21,4.3,0.74,False,48
TX,ai_in_production,202410,2024-04-22,2024-05-05,4.9,0.53,False,48
TX,ai_in_production,202411,2024-05-06,2024-05-19,3.1,0.42,False,48
TX,ai_in_production,202412,2024-05-20,2024-06-02,6.6,0.88,False,48
TX,ai_in_production,202413,2024-06-03,2024-06-16,4.0,0.76,False,48
TX,ai_in_production,202414,2024-06-17,2024-06-30,5.3,0.66,False,48
TX,ai_in_production,202415,2024-07-01,2024-07-14,4.4,0.57,False,48
TX,ai_in_production,202416,2024-07-15,2024-07-28,4.8,0.55,False,48
TX,ai_in_production,202417,2024-07-29,2024-08-11,5.1,0.55,False,48
TX,ai_in_production,202418,2024-08-12,2024-08-25,5.0,0.66,False,48
TX,ai_in_production,202419,2024-08-26,2024-09-08,6.4,0.54,False,48
TX,ai_in_production,202420,2024-09-09,2024-09-22,7.2,0.5,False,48
TX,ai_in_production,202421,2024-09-23,2024-10-06,5.8,0.6,False,48
TX,ai_in_production,202422,2024-10-07,2024-10-20,5.7,0.64,False,48
TX,ai_in_production,202423,2024-10-21,2024-11-03,5.5,0.37,False,48
TX,ai_in_production,202424,2024-11-04,2024-11-17,5.8,0.83,False,48
TX,ai_in_production,202425,2024-11-18,2024-12-01,7.3,0.82,False,48
TX,ai_in_production,202426,2024-12-02,2024-12-15,7.7,0.81,False,48
TX,ai_in_production,202501,2024-12-16,2024-12-29,6.5,0.6,False,48
TX,ai_in_production,202502,2024-12-30,2025-01-12,7.1,0.88,False,48
TX,ai_in_production,202503,2025-01-13,2025-01-26,7.4,0.82,False,48
TX,ai_in_production,202504,2025-01-27,2025-02-09,7.5,0.77,False,48
TX,ai_in_production,202505,2025-02-10,2025-02-23,7.4,0.84,False,48
TX,ai_in_production,202506,2025-02-24,2025-03-09,9.2,0.92,False,48
TX,ai_in_production,202507,2025-03-10,2025-03-23,9.8,0.76,False,48
TX,ai_in_production,202508,2025-03-24,2025-04-06,8.3,0.89,False,48
TX,ai_in_production,202509,2025-04-07,2025-04-20,9.1,0.97,False,48
TX,ai_in_production,202510,2025-04-21,2025-05-04,8.1,0.85,False,48
TX,ai_in_production,202511,2025-05-05,2025-05-18,10.0,0.82,False,48
TX,ai_in_production,202512,2025-05-19,2025-06-01,9.3,0.81,False,48
TX,ai_in_production,202513,2025-06-02,2025-06-15,9.6,1.01,False,48
TX,ai_in_production,202514,2025-06-16,2025-06-29,10.4,0.81,False,48
TX,ai_in_production,202515,2025-06-30,2025-07-13,9.2,0.54,False,48
TX,ai_in_production,202516,2025-07-14,2025-07-27,10.0,1.01,False,48
TX,ai_in_production,202517,2025-07-28,2025-08-10,11.1,0.99,False,48
TX,ai_in_production,202518,2025-08-11,2025-08-24,10.4,0.62,False,48
TX,ai_in_production,202519,2025-08-25,2025-09-07,10.2,0.78,False,48
TX,ai_in_production,202520,2025-09-08,2025-09-21,10.2,0.93,False,48
UT,ai_in_any_function,202524,2025-11-03,2025-11-16,15.3,2.93,False,49
UT,ai_in_production,202319,2023-08-28,2023-09-10,5.2,0.96,False,49
UT,ai_in_production,202320,2023-09-11,2023-09-24,4.6,1.41,False,49
UT,ai_in_production,202321,2023-09-25,2023-10-08,3.4,0.89,False,49
UT,ai_in_production,202322,2023-10-09,2023-10-22,2.8,0.63,False,49
UT,ai_in_production,202323,2023-10-23,2023-11-05,4.9,0.67,False,49
UT,ai_in_production,202324,2023-11-06,2023-11-19,4.8,0.86,False,49
UT,ai_in_production,202325,2023-11-20,2023-12-03,6.8,1.02,False,49
UT,ai_in_production,202326,2023-12-04,2023-12-17,5.8,1.42,False,49
UT,ai_in_production,202401,2023-12-18,2023-12-31,5.6,1.07,False,49
UT,ai_in_production,202402,2024-01-01,2024-01-14,6.3,1.35,False,49
UT,ai_in_production,202403,2024-01-15,2024-01-28,6.3,1.07,False,49
UT,ai_in_production,202404,2024-01-29,2024-02-11,8.1,2.48,False,49
UT,ai_in_production,202405,2024-02-12,2024-02-25,6.1,1.43,False,49
UT,ai_in_production,202406,2024-02-26,2024-03-10,4.2,1.51,False,49
UT,ai_in_production,202407,2024-03-11,2024-03-24,3.5,0.64,False,49
UT,ai_in_production,202408,2024-03-25,2024-04-07,5.6,1.07,False,49
UT,ai_in_production,202409,2024-04-08,2024-04-21,5.9,0.97,False,49
UT,ai_in_production,202410,2024-04-22,2024-05-05,6.2,1.29,False,49
UT,ai_in_production,202411,2024-05-06,2024-05-19,6.1,1.53,False,49
UT,ai_in_production,202412,2024-05-20,2024-06-02,7.7,2.62,False,49
UT,ai_in_production,202413,2024-06-03,2024-06-16,7.6,1.15,False,49
UT,ai_in_production,202414,2024-06-17,2024-06-30,6.1,1.34,False,49
UT,ai_in_production,202415,2024-07-01,2024-07-14,7.8,1.19,False,49
UT,ai_in_production,202416,2024-07-15,2024-07-28,4.9,0.86,False,49
UT,ai_in_production,202417,2024-07-29,2024-08-11,9.0,1.26,False,49
UT,ai_in_production,202418,2024-08-12,2024-08-25,9.1,1.7,False,49
UT,ai_in_production,202419,2024-08-26,2024-09-08,10.1,1.32,False,49
UT,ai_in_production,202420,2024-09-09,2024-09-22,8.4,1.11,False,49
UT,ai_in_production,202421,2024-09-23,2024-10-06,11.3,1.59,False,49
UT,ai_in_production,202422,2024-10-07,2024-10-20,6.5,0.98,False,49
UT,ai_in_production,202423,2024-10-21,2024-11-03,10.2,1.56,False,49
UT,ai_in_production,202424,2024-11-04,2024-11-17,7.9,1.41,False,49
UT,ai_in_production,202425,2024-11-18,2024-12-01,10.9,1.95,False,49
UT,ai_in_production,202426,2024-12-02,2024-12-15,7.3,1.78,False,49
UT,ai_in_production,202501,2024-12-16,2024-12-29,8.2,1.57,False,49
UT,ai_in_production,202502,2024-12-30,2025-01-12,8.1,1.48,False,49
UT,ai_in_production,202503,2025-01-13,2025-01-26,9.0,1.44,False,49
UT,ai_in_production,202504,2025-01-27,2025-02-09,11.7,1.85,False,49
UT,ai_in_production,202505,2025-02-10,2025-02-23,9.1,1.57,False,49
UT,ai_in_production,202506,2025-02-24,2025-03-09,6.9,1.48,False,49
UT,ai_in_production,202507,2025-03-10,2025-03-23,9.3,1.31,False,49
UT,ai_in_production,202508,2025-03-24,2025-04-06,12.4,1.42,False,49
UT,ai_in_production,202509,2025-04-07,2025-04-20,11.4,1.85,False,49
UT,ai_in_production,202510,2025-04-21,2025-05-04,13.3,1.73,False,49
UT,ai_in_production,202511,2025-05-05,2025-05-18,14.6,1.75,False,49
UT,ai_in_production,202512,2025-05-19,2025-06-01,9.7,1.85,False,49
UT,ai_in_production,202513,2025-06-02,2025-06-15,13.3,1.68,False,49
UT,ai_in_production,202514,2025-06-16,2025-06-29,13.0,2.04,False,49
UT,ai_in_production,202515,2025-06-30,2025-07-13,8.3,1.34,False,49
UT,ai_in_production,202516,2025-07-14,2025-07-27,14.4,2.19,False,49
UT,ai_in_production,202517,2025-07-28,2025-08-10,10.3,2.57,False,49
UT,ai_in_production,202518,2025-08-11,2025-08-24,11.2,1.22,False,49
UT,ai_in_production,202519,2025-08-25,2025-09-07,11.0,1.36,False,49
UT,ai_in_production,202520,2025-09-08,2025-09-21,15.6,2.2,False,49
VA,ai_in_any_function,202524,2025-11-03,2025-11-16,19.8,2.39,False,51
VA,ai_in_production,202319,2023-08-28,2023-09-10,4.1,0.5,False,51
VA,ai_in_production,202320,2023-09-11,2023-09-24,4.2,0.74,False,51
VA,ai_in_production,202321,2023-09-25,2023-10-08,3.4,0.69,False,51
VA,ai_in_production,202322,2023-10-09,2023-10-22,4.6,0.65,False,51
VA,ai_in_production,202323,2023-10-23,2023-11-05,4.9,0.92,False,51
VA,ai_in_production,202324,2023-11-06,2023-11-19,5.4,0.57,False,51
VA,ai_in_production,202325,2023-11-20,2023-12-03,4.5,0.62,False,51
VA,ai_in_production,202326,2023-12-04,2023-12-17,3.1,0.66,False,51
VA,ai_in_production,202401,2023-12-18,2023-12-31,4.5,0.95,False,51
VA,ai_in_production,202402,2024-01-01,2024-01-14,5.6,0.75,False,51
VA,ai_in_production,202403,2024-01-15,2024-01-28,5.4,0.91,False,51
VA,ai_in_production,202404,2024-01-29,2024-02-11,5.2,0.87,False,51
VA,ai_in_production,202405,2024-02-12,2024-02-25,5.7,0.98,False,51
VA,ai_in_production,202406,2024-02-26,2024-03-10,4.8,0.92,False,51
VA,ai_in_production,202407,2024-03-11,2024-03-24,4.5,0.81,False,51
VA,ai_in_production,202408,2024-03-25,2024-04-07,5.3,0.77,False,51
VA,ai_in_production,202409,2024-04-08,2024-04-21,4.8,0.92,False,51
VA,ai_in_production,202410,2024-04-22,2024-05-05,5.8,0.92,False,51
VA,ai_in_production,202411,2024-05-06,2024-05-19,4.5,0.83,False,51
VA,ai_in_production,202412,2024-05-20,2024-06-02,6.1,0.95,False,51
VA,ai_in_production,202413,2024-06-03,2024-06-16,3.9,0.73,False,51
VA,ai_in_production,202414,2024-06-17,2024-06-30,6.1,0.88,False,51
VA,ai_in_production,202415,2024-07-01,2024-07-14,4.9,0.82,False,51
VA,ai_in_production,202416,2024-07-15,2024-07-28,4.5,0.67,False,51
VA,ai_in_production,202417,2024-07-29,2024-08-11,6.8,1.55,False,51
VA,ai_in_production,202418,2024-08-12,2024-08-25,5.6,0.91,False,51
VA,ai_in_production,202419,2024-08-26,2024-09-08,5.2,0.73,False,51
VA,ai_in_production,202420,2024-09-09,2024-09-22,5.1,0.66,False,51
VA,ai_in_production,202421,2024-09-23,2024-10-06,7.9,1.06,False,51
VA,ai_in_production,202422,2024-10-07,2024-10-20,6.1,1.03,False,51
VA,ai_in_production,202423,2024-10-21,2024-11-03,6.1,0.79,False,51
VA,ai_in_production,202424,2024-11-04,2024-11-17,6.7,1.03,False,51
VA,ai_in_production,202425,2024-11-18,2024-12-01,6.3,0.73,False,51
VA,ai_in_production,202426,2024-12-02,2024-12-15,6.7,1.11,False,51
VA,ai_in_production,202501,2024-12-16,2024-12-29,6.7,1.15,False,51
VA,ai_in_production,202502,2024-12-30,2025-01-12,5.3,0.82,False,51
VA,ai_in_production,202503,2025-01-13,2025-01-26,7.3,0.78,False,51
VA,ai_in_production,202504,2025-01-27,2025-02-09,7.7,1.0,False,51
VA,ai_in_production,202505,2025-02-10,2025-02-23,6.7,0.91,False,51
VA,ai_in_production,202506,2025-02-24,2025-03-09,7.5,1.23,False,51
VA,ai_in_production,202507,2025-03-10,2025-03-23,6.5,0.75,False,51
VA,ai_in_production,202508,2025-03-24,2025-04-06,8.8,1.35,False,51
VA,ai_in_production,202509,2025-04-07,2025-04-20,11.0,1.31,False,51
VA,ai_in_production,202510,2025-04-21,2025-05-04,8.9,0.98,False,51
VA,ai_in_production,202511,2025-05-05,2025-05-18,9.0,0.86,False,51
VA,ai_in_production,202512,2025-05-19,2025-06-01,8.0,1.29,False,51
VA,ai_in_production,202513,2025-06-02,2025-06-15,9.9,1.22,False,51
VA,ai_in_production,202514,2025-06-16,2025-06-29,9.0,1.98,False,51
VA,ai_in_production,202515,2025-06-30,2025-07-13,11.8,2.02,False,51
VA,ai_in_production,202516,2025-07-14,2025-07-27,10.6,1.35,False,51
VA,ai_in_production,202517,2025-07-28,2025-08-10,11.8,0.67,False,51
VA,ai_in_production,202518,2025-08-11,2025-08-24,8.0,1.36,False,51
VA,ai_in_production,202519,2025-08-25,2025-09-07,11.6,0.97,False,51
VA,ai_in_production,202520,2025-09-08,2025-09-21,11.1,0.67,False,51
VT,ai_in_production,202425,2024-11-18,2024-12-01,8.3,3.23,False,50
VT,ai_in_production,202505,2025-02-10,2025-02-23,8.3,1.92,False,50
VT,ai_in_production,202511,2025-05-05,2025-05-18,9.5,2.72,False,50
VT,ai_in_production,202520,2025-09-08,2025-09-21,13.1,3.28,False,50
WA,ai_in_any_function,202524,2025-11-03,2025-11-16,17.8,1.28,False,53
WA,ai_in_production,202319,2023-08-28,2023-09-10,4.0,0.71,False,53
WA,ai_in_production,202320,2023-09-11,2023-09-24,3.9,0.9,False,53
WA,ai_in_production,202321,2023-09-25,2023-10-08,5.3,0.75,False,53
WA,ai_in_production,202322,2023-10-09,2023-10-22,4.2,0.66,False,53
WA,ai_in_production,202323,2023-10-23,2023-11-05,4.9,0.66,False,53
WA,ai_in_production,202324,2023-11-06,2023-11-19,4.9,0.97,False,53
WA,ai_in_production,202325,2023-11-20,2023-12-03,5.7,0.61,False,53
WA,ai_in_production,202326,2023-12-04,2023-12-17,6.5,1.12,False,53
WA,ai_in_production,202401,2023-12-18,2023-12-31,5.9,0.73,False,53
WA,ai_in_production,202402,2024-01-01,2024-01-14,5.9,1.39,False,53
WA,ai_in_production,202403,2024-01-15,2024-01-28,5.9,0.59,False,53
WA,ai_in_production,202404,2024-01-29,2024-02-11,6.4,0.97,False,53
WA,ai_in_production,202405,2024-02-12,2024-02-25,5.4,0.72,False,53
WA,ai_in_production,202406,2024-02-26,2024-03-10,5.8,0.99,False,53
WA,ai_in_production,202407,2024-03-11,2024-03-24,4.4,0.76,False,53
WA,ai_in_production,202408,2024-03-25,2024-04-07,4.9,0.56,False,53
WA,ai_in_production,202409,2024-04-08,2024-04-21,6.7,1.19,False,53
WA,ai_in_production,202410,2024-04-22,2024-05-05,6.7,0.6,False,53
WA,ai_in_production,202411,2024-05-06,2024-05-19,5.4,0.92,False,53
WA,ai_in_production,202412,2024-05-20,2024-06-02,6.1,1.3,False,53
WA,ai_in_production,202413,2024-06-03,2024-06-16,6.7,1.25,False,53
WA,ai_in_production,202414,2024-06-17,2024-06-30,5.1,1.17,False,53
WA,ai_in_production,202415,2024-07-01,2024-07-14,5.8,1.13,False,53
WA,ai_in_production,202416,2024-07-15,2024-07-28,6.3,1.16,False,53
WA,ai_in_production,202417,2024-07-29,2024-08-11,6.6,0.51,False,53
WA,ai_in_production,202418,2024-08-12,2024-08-25,7.1,1.22,False,53
WA,ai_in_production,202419,2024-08-26,2024-09-08,7.1,0.63,False,53
WA,ai_in_production,202420,2024-09-09,2024-09-22,9.1,0.9,False,53
WA,ai_in_production,202421,2024-09-23,2024-10-06,8.4,0.8,False,53
WA,ai_in_production,202422,2024-10-07,2024-10-20,8.9,1.0,False,53
WA,ai_in_production,202423,2024-10-21,2024-11-03,7.6,0.89,False,53
WA,ai_in_production,202424,2024-11-04,2024-11-17,6.8,1.43,False,53
WA,ai_in_production,202425,2024-11-18,2024-12-01,7.6,1.05,False,53
WA,ai_in_production,202426,2024-12-02,2024-12-15,10.5,1.54,False,53
WA,ai_in_production,202501,2024-12-16,2024-12-29,8.0,0.79,False,53
WA,ai_in_production,202502,2024-12-30,2025-01-12,9.3,1.19,False,53
WA,ai_in_production,202503,2025-01-13,2025-01-26,7.4,1.02,False,53
WA,ai_in_production,202504,2025-01-27,2025-02-09,10.1,1.53,False,53
WA,ai_in_production,202505,2025-02-10,2025-02-23,8.5,1.12,False,53
WA,ai_in_production,202506,2025-02-24,2025-03-09,10.6,1.47,False,53
WA,ai_in_production,202507,2025-03-10,2025-03-23,8.6,1.2,False,53
WA,ai_in_production,202508,2025-03-24,2025-04-06,10.7,1.58,False,53
WA,ai_in_production,202509,2025-04-07,2025-04-20,10.3,1.19,False,53
WA,ai_in_production,202510,2025-04-21,2025-05-04,10.0,1.53,False,53
WA,ai_in_production,202511,2025-05-05,2025-05-18,11.1,1.62,False,53
WA,ai_in_production,202512,2025-05-19,2025-06-01,12.0,0.95,False,53
WA,ai_in_production,202513,2025-06-02,2025-06-15,11.9,1.29,False,53
WA,ai_in_production,202514,2025-06-16,2025-06-29,13.6,1.83,False,53
WA,ai_in_production,202515,2025-06-30,2025-07-13,11.5,1.49,False,53
WA,ai_in_production,202516,2025-07-14,2025-07-27,8.9,0.83,False,53
WA,ai_in_production,202517,2025-07-28,2025-08-10,10.6,0.95,False,53
WA,ai_in_production,202518,2025-08-11,2025-08-24,10.2,1.08,False,53
WA,ai_in_production,202519,2025-08-25,2025-09-07,14.6,1.82,False,53
WA,ai_in_production,202520,2025-09-08,2025-09-21,12.2,1.27,False,53
WI,ai_in_any_function,202524,2025-11-03,2025-11-16,14.2,1.86,False,55
WI,ai_in_production,202319,2023-08-28,2023-09-10,3.1,0.84,False,55
WI,ai_in_production,202320,2023-09-11,2023-09-24,2.3,0.5,False,55
WI,ai_in_production,202321,2023-09-25,2023-10-08,2.7,0.46,False,55
WI,ai_in_production,202322,2023-10-09,2023-10-22,2.0,0.49,False,55
WI,ai_in_production,202323,2023-10-23,2023-11-05,3.3,0.31,False,55
WI,ai_in_production,202324,2023-11-06,2023-11-19,3.1,0.75,False,55
WI,ai_in_production,202325,2023-11-20,2023-12-03,3.6,0.78,False,55
WI,ai_in_production,202326,2023-12-04,2023-12-17,3.9,1.45,False,55
WI,ai_in_production,202401,2023-12-18,2023-12-31,2.7,0.51,False,55
WI,ai_in_production,202402,2024-01-01,2024-01-14,4.9,0.95,False,55
WI,ai_in_production,202403,2024-01-15,2024-01-28,4.3,0.62,False,55
WI,ai_in_production,202404,2024-01-29,2024-02-11,5.2,1.3,False,55
WI,ai_in_production,202405,2024-02-12,2024-02-25,4.2,0.87,False,55
WI,ai_in_production,202406,2024-02-26,2024-03-10,2.6,0.79,False,55
WI,ai_in_production,202407,2024-03-11,2024-03-24,3.9,0.95,False,55
WI,ai_in_production,202408,2024-03-25,2024-04-07,3.1,0.79,False,55
WI,ai_in_production,202409,2024-04-08,2024-04-21,3.9,0.9,False,55
WI,ai_in_production,202410,2024-04-22,2024-05-05,3.2,0.87,False,55
WI,ai_in_production,202411,2024-05-06,2024-05-19,4.9,1.16,False,55
WI,ai_in_production,202412,2024-05-20,2024-06-02,3.5,0.88,False,55
WI,ai_in_production,202413,2024-06-03,2024-06-16,4.2,0.77,False,55
WI,ai_in_production,202414,2024-06-17,2024-06-30,3.2,0.89,False,55
WI,ai_in_production,202415,2024-07-01,2024-07-14,5.9,0.92,False,55
WI,ai_in_production,202416,2024-07-15,2024-07-28,3.8,0.78,False,55
WI,ai_in_production,202417,2024-07-29,2024-08-11,3.4,0.51,False,55
WI,ai_in_production,202418,2024-08-12,2024-08-25,3.9,0.96,False,55
WI,ai_in_production,202419,2024-08-26,2024-09-08,3.3,0.95,False,55
WI,ai_in_production,202420,2024-09-09,2024-09-22,3.6,0.48,False,55
WI,ai_in_production,202421,2024-09-23,2024-10-06,4.6,0.81,False,55
WI,ai_in_production,202422,2024-10-07,2024-10-20,3.9,1.0,False,55
WI,ai_in_production,202423,2024-10-21,2024-11-03,3.9,0.74,False,55
WI,ai_in_production,202424,2024-11-04,2024-11-17,6.3,0.98,False,55
WI,ai_in_production,202425,2024-11-18,2024-12-01,3.2,0.69,False,55
WI,ai_in_production,202426,2024-12-02,2024-12-15,4.1,0.62,False,55
WI,ai_in_production,202501,2024-12-16,2024-12-29,4.8,1.13,False,55
WI,ai_in_production,202502,2024-12-30,2025-01-12,4.8,0.85,False,55
WI,ai_in_production,202503,2025-01-13,2025-01-26,6.1,1.33,False,55
WI,ai_in_production,202504,2025-01-27,2025-02-09,6.4,1.33,False,55
WI,ai_in_production,202505,2025-02-10,2025-02-23,4.7,1.13,False,55
WI,ai_in_production,202506,2025-02-24,2025-03-09,5.1,0.87,False,55
WI,ai_in_production,202507,2025-03-10,2025-03-23,8.1,1.23,False,55
WI,ai_in_production,202508,2025-03-24,2025-04-06,7.8,1.65,False,55
WI,ai_in_production,202509,2025-04-07,2025-04-20,7.1,0.87,False,55
WI,ai_in_production,202510,2025-04-21,2025-05-04,8.0,1.46,False,55
WI,ai_in_production,202511,2025-05-05,2025-05-18,6.3,1.11,False,55
WI,ai_in_production,202512,2025-05-19,2025-06-01,5.2,0.73,False,55
WI,ai_in_production,202513,2025-06-02,2025-06-15,8.2,1.85,False,55
WI,ai_in_production,202514,2025-06-16,2025-06-29,6.6,1.15,False,55
WI,ai_in_production,202515,2025-06-30,2025-07-13,4.6,0.55,False,55
WI,ai_in_production,202516,2025-07-14,2025-07-27,5.2,0.88,False,55
WI,ai_in_production,202517,2025-07-28,2025-08-10,6.0,0.87,False,55
WI,ai_in_production,202518,2025-08-11,2025-08-24,7.5,1.29,False,55
WI,ai_in_production,202519,2025-08-25,2025-09-07,4.8,0.99,False,55
WI,ai_in_production,202520,2025-09-08,2025-09-21,7.3,0.75,False,55
WV,ai_in_production,202518,2025-08-11,2025-08-24,8.2,1.94,False,54
WV,ai_in_production,202519,2025-08-25,2025-09-07,7.1,2.37,False,54
WY,ai_in_any_function,202524,2025-11-03,2025-11-16,19.0,6.2,False,56
WY,ai_in_production,202507,2025-03-10,2025-03-23,16.1,3.98,False,56
WY,ai_in_production,202513,2025-06-02,2025-06-15,17.2,5.29,False,56
WY,ai_in_production,202517,2025-07-28,2025-08-10,12.9,2.48,False,56
