state_abbr,series,cycle,ref_start,ref_end,share_using_ai,se,suppressed,state_fips
NY,ai_in_production,202510,2025-04-21,2025-05-04,7.3,0.63,False,36
NY,ai_in_production,202511,2025-05-05,2025-05-18,7.1,0.91,False,36
NY,ai_in_production,202512,2025-05-19,2025-06-01,8.1,0.79,False,36
NY,ai_in_production,202513,2025-06-02,2025-06-15,6.9,0.84,False,36
NY,ai_in_production,202514,2025-06-16,2025-06-29,7.0,0.63,False,36
NY,ai_in_production,202515,2025-06-30,2025-07-13,7.2,0.56,False,36
NY,ai_in_production,202516,2025-07-14,2025-07-27,6.7,0.46,False,36
NY,ai_in_production,202517,2025-07-28,2025-08-10,7.5,0.31,False,36
NY,ai_in_production,202518,2025-08-11,2025-08-24,7.1,0.8,False,36
NY,ai_in_production,202519,2025-08-25,2025-09-07,8.4,0.72,False,36
NY,ai_in_production,202520,2025-09-08,2025-09-21,9.5,0.71,False,36
OH,ai_in_any_function,202524,2025-11-03,2025-11-16,15.9,2.07,False,39
OH,ai_in_production,202319,2023-08-28,2023-09-10,2.5,0.6,False,39
OH,ai_in_production,202320,2023-09-11,2023-09-24,3.6,0.31,False,39
OH,ai_in_production,202321,2023-09-25,2023-10-08,3.0,0.5,False,39
OH,ai_in_production,202322,2023-10-09,2023-10-22,4.3,0.67,False,39
OH,ai_in_production,202323,2023-10-23,2023-11-05,4.9,0.3,False,39
OH,ai_in_production,202324,2023-11-06,2023-11-19,3.7,0.67,False,39
OH,ai_in_production,202325,2023-11-20,2023-12-03,3.0,0.79,False,39
OH,ai_in_production,202326,2023-12-04,2023-12-17,3.9,1.01,False,39
OH,ai_in_production,202401,2023-12-18,2023-12-31,3.7,0.5,False,39
OH,ai_in_production,202402,2024-01-01,2024-01-14,5.4,0.47,False,39
OH,ai_in_production,202403,2024-01-15,2024-01-28,4.9,0.99,False,39
OH,ai_in_production,202404,2024-01-29,2024-02-11,4.9,0.68,False,39
OH,ai_in_production,202405,2024-02-12,2024-02-25,2.9,0.67,False,39
OH,ai_in_production,202406,2024-02-26,2024-03-10,3.9,0.77,False,39
OH,ai_in_production,202407,2024-03-11,2024-03-24,3.4,0.37,False,39
OH,ai_in_production,202408,2024-03-25,2024-04-07,5.0,0.71,False,39
OH,ai_in_production,202409,2024-04-08,2024-04-21,3.9,0.56,False,39
OH,ai_in_production,202410,2024-04-22,2024-05-05,3.1,0.44,False,39
OH,ai_in_production,202411,2024-05-06,2024-05-19,3.1,0.84,False,39
OH,ai_in_production,202412,2024-05-20,2024-06-02,5.5,0.77,False,39
OH,ai_in_production,202413,2024-06-03,2024-06-16,3.5,0.59,False,39
OH,ai_in_production,202414,2024-06-17,2024-06-30,5.7,0.83,False,39
OH,ai_in_production,202415,2024-07-01,2024-07-14,6.5,1.25,False,39
OH,ai_in_production,202416,2024-07-15,2024-07-28,3.5,0.34,False,39
OH,ai_in_production,202417,2024-07-29,2024-08-11,4.8,0.68,False,39
OH,ai_in_production,202418,2024-08-12,2024-08-25,5.6,0.95,False,39
OH,ai_in_production,202419,2024-08-26,2024-09-08,6.1,0.6,False,39
OH,ai_in_production,202420,2024-09-09,2024-09-22,5.6,0.8,False,39
OH,ai_in_production,202421,2024-09-23,2024-10-06,4.7,0.64,False,39
OH,ai_in_production,202422,2024-10-07,2024-10-20,4.4,0.85,False,39
OH,ai_in_production,202423,2024-10-21,2024-11-03,5.9,0.67,False,39
OH,ai_in_production,202424,2024-11-04,2024-11-17,5.3,0.68,False,39
OH,ai_in_production,202425,2024-11-18,2024-12-01,6.8,0.88,False,39
OH,ai_in_production,202426,2024-12-02,2024-12-15,5.2,0.92,False,39
OH,ai_in_production,202501,2024-12-16,2024-12-29,4.5,1.01,False,39
OH,ai_in_production,202502,2024-12-30,2025-01-12,5.4,0.99,False,39
OH,ai_in_production,202503,2025-01-13,2025-01-26,7.4,1.05,False,39
OH,ai_in_production,202504,2025-01-27,2025-02-09,5.7,1.05,False,39
OH,ai_in_production,202505,2025-02-10,2025-02-23,6.5,0.89,False,39
OH,ai_in_production,202506,2025-02-24,2025-03-09,6.1,0.9,False,39
OH,ai_in_production,202507,2025-03-10,2025-03-23,6.7,0.94,False,39
OH,ai_in_production,202508,2025-03-24,2025-04-06,7.3,0.88,False,39
OH,ai_in_production,202509,2025-04-07,2025-04-20,11.2,1.54,False,39
OH,ai_in_production,202510,2025-04-21,2025-05-04,8.4,1.31,False,39
OH,ai_in_production,202511,2025-05-05,2025-05-18,9.1,1.19,False,39
OH,ai_in_production,202512,2025-05-19,2025-06-01,9.6,1.35,False,39
OH,ai_in_production,202513,2025-06-02,2025-06-15,8.2,1.32,False,39
OH,ai_in_production,202514,2025-06-16,2025-06-29,8.7,1.09,False,39
OH,ai_in_production,202515,2025-06-30,2025-07-13,8.4,0.99,False,39
OH,ai_in_production,202516,2025-07-14,2025-07-27,7.9,1.22,False,39
OH,ai_in_production,202517,2025-07-28,2025-08-10,6.9,0.58,False,39
OH,ai_in_production,202518,2025-08-11,2025-08-24,8.1,0.8,False,39
OH,ai_in_production,202519,2025-08-25,2025-09-07,9.0,1.25,False,39
OH,ai_in_production,202520,2025-09-08,2025-09-21,10.7,1.31,False,39
OK,ai_in_any_function,202524,2025-11-03,2025-11-16,15.8,3.54,False,40
OK,ai_in_production,202319,2023-08-28,2023-09-10,3.5,0.76,False,40
OK,ai_in_production,202322,2023-10-09,2023-10-22,3.1,0.77,False,40
OK,ai_in_production,202323,2023-10-23,2023-11-05,3.0,0.87,False,40
OK,ai_in_production,202324,2023-11-06,2023-11-19,3.9,0.97,False,40
OK,ai_in_production,202326,2023-12-04,2023-12-17,4.2,0.82,False,40
OK,ai_in_production,202402,2024-01-01,2024-01-14,5.6,1.19,False,40
OK,ai_in_production,202404,2024-01-29,2024-02-11,4.5,1.15,False,40
OK,ai_in_production,202406,2024-02-26,2024-03-10,3.7,1.02,False,40
OK,ai_in_production,202408,2024-03-25,2024-04-07,4.5,1.33,False,40
OK,ai_in_production,202412,2024-05-20,2024-06-02,4.9,1.08,False,40
OK,ai_in_production,202413,2024-06-03,2024-06-16,3.7,0.98,False,40
OK,ai_in_production,202417,2024-07-29,2024-08-11,5.6,1.31,False,40
OK,ai_in_production,202418,2024-08-12,2024-08-25,5.9,1.5,False,40
OK,ai_in_production,202419,2024-08-26,2024-09-08,4.6,0.79,False,40
OK,ai_in_production,202421,2024-09-23,2024-10-06,4.9,0.9,False,40
OK,ai_in_production,202422,2024-10-07,2024-10-20,4.6,0.83,False,40
OK,ai_in_production,202423,2024-10-21,2024-11-03,7.4,1.63,False,40
OK,ai_in_production,202424,2024-11-04,2024-11-17,5.5,1.27,False,40
OK,ai_in_production,202425,2024-11-18,2024-12-01,5.1,1.66,False,40
OK,ai_in_production,202426,2024-12-02,2024-12-15,4.4,1.41,False,40
OK,ai_in_production,202502,2024-12-30,2025-01-12,5.0,1.0,False,40
OK,ai_in_production,202503,2025-01-13,2025-01-26,4.1,1.51,False,40
OK,ai_in_production,202504,2025-01-27,2025-02-09,7.3,1.55,False,40
OK,ai_in_production,202505,2025-02-10,2025-02-23,6.0,1.25,False,40
OK,ai_in_production,202506,2025-02-24,2025-03-09,5.4,1.41,False,40
OK,ai_in_production,202507,2025-03-10,2025-03-23,4.8,1.04,False,40
OK,ai_in_production,202508,2025-03-24,2025-04-06,8.7,1.09,False,40
OK,ai_in_production,202509,2025-04-07,2025-04-20,9.2,1.89,False,40
OK,ai_in_production,202510,2025-04-21,2025-05-04,8.1,1.34,False,40
OK,ai_in_production,202511,2025-05-05,2025-05-18,6.4,1.01,False,40
OK,ai_in_production,202512,2025-05-19,2025-06-01,6.1,1.71,False,40
OK,ai_in_production,202513,2025-06-02,2025-06-15,4.2,0.79,False,40
OK,ai_in_production,202514,2025-06-16,2025-06-29,8.4,2.0,False,40
OK,ai_in_production,202515,2025-06-30,2025-07-13,7.2,1.8,False,40
OK,ai_in_production,202516,2025-07-14,2025-07-27,6.1,1.26,False,40
OK,ai_in_production,202517,2025-07-28,2025-08-10,9.8,2.14,False,40
OK,ai_in_production,202518,2025-08-11,2025-08-24,7.0,1.64,False,40
OK,ai_in_production,202519,2025-08-25,2025-09-07,7.6,1.48,False,40
OK,ai_in_production,202520,2025-09-08,2025-09-21,7.6,2.76,False,40
OR,ai_in_any_function,202524,2025-11-03,2025-11-16,21.1,1.63,False,41
OR,ai_in_production,202319,2023-08-28,2023-09-10,4.6,1.24,False,41
OR,ai_in_production,202320,2023-09-11,2023-09-24,4.7,1.08,False,41
OR,ai_in_production,202321,2023-09-25,2023-10-08,5.0,0.99,False,41
OR,ai_in_production,202322,2023-10-09,2023-10-22,4.4,0.88,False,41
OR,ai_in_production,202323,2023-10-23,2023-11-05,5.6,1.25,False,41
OR,ai_in_production,202324,2023-11-06,2023-11-19,4.8,0.63,False,41
OR,ai_in_production,202325,2023-11-20,2023-12-03,4.5,1.09,False,41
OR,ai_in_production,202326,2023-12-04,2023-12-17,7.1,1.05,False,41
OR,ai_in_production,202401,2023-12-18,2023-12-31,6.1,1.05,False,41
OR,ai_in_production,202402,2024-01-01,2024-01-14,6.8,1.34,False,41
OR,ai_in_production,202403,2024-01-15,2024-01-28,5.5,0.88,False,41
OR,ai_in_production,202404,2024-01-29,2024-02-11,5.0,1.18,False,41
OR,ai_in_production,202405,2024-02-12,2024-02-25,5.1,1.17,False,41
OR,ai_in_production,202406,2024-02-26,2024-03-10,5.0,1.13,False,41
OR,ai_in_production,202407,2024-03-11,2024-03-24,4.8,1.36,False,41
OR,ai_in_production,202408,2024-03-25,2024-04-07,5.6,0.86,False,41
OR,ai_in_production,202409,2024-04-08,2024-04-21,7.5,0.96,False,41
OR,ai_in_production,202410,2024-04-22,2024-05-05,5.1,1.18,False,41
OR,ai_in_production,202411,2024-05-06,2024-05-19,5.2,1.43,False,41
OR,ai_in_production,202412,2024-05-20,2024-06-02,7.2,0.98,False,41
OR,ai_in_production,202413,2024-06-03,2024-06-16,7.1,1.01,False,41
OR,ai_in_production,202414,2024-06-17,2024-06-30,4.3,0.86,False,41
OR,ai_in_production,202415,2024-07-01,2024-07-14,8.2,1.2,False,41
OR,ai_in_production,202416,2024-07-15,2024-07-28,5.0,0.69,False,41
OR,ai_in_production,202417,2024-07-29,2024-08-11,6.9,0.97,False,41
OR,ai_in_production,202418,2024-08-12,2024-08-25,4.8,0.96,False,41
OR,ai_in_production,202419,2024-08-26,2024-09-08,7.5,1.15,False,41
OR,ai_in_production,202420,2024-09-09,2024-09-22,9.7,1.25,False,41
OR,ai_in_production,202421,2024-09-23,2024-10-06,5.9,0.67,False,41
OR,ai_in_production,202422,2024-10-07,2024-10-20,6.5,1.2,False,41
OR,ai_in_production,202423,2024-10-21,2024-11-03,6.4,1.24,False,41
OR,ai_in_production,202424,2024-11-04,2024-11-17,7.5,1.21,False,41
OR,ai_in_production,202425,2024-11-18,2024-12-01,6.5,1.74,False,41
OR,ai_in_production,202426,2024-12-02,2024-12-15,7.0,1.05,False,41
OR,ai_in_production,202501,2024-12-16,2024-12-29,6.9,1.5,False,41
OR,ai_in_production,202502,2024-12-30,2025-01-12,7.2,1.55,False,41
OR,ai_in_production,202503,2025-01-13,2025-01-26,7.7,0.93,False,41
OR,ai_in_production,202504,2025-01-27,2025-02-09,8.3,1.78,False,41
OR,ai_in_production,202505,2025-02-10,2025-02-23,9.2,1.51,False,41
OR,ai_in_production,202506,2025-02-24,2025-03-09,7.8,1.7,False,41
OR,ai_in_production,202507,2025-03-10,2025-03-23,8.6,0.96,False,41
OR,ai_in_production,202508,2025-03-24,2025-04-06,8.6,1.58,False,41
OR,ai_in_production,202509,2025-04-07,2025-04-20,9.9,1.5,False,41
OR,ai_in_production,202510,2025-04-21,2025-05-04,8.6,1.43,False,41
OR,ai_in_production,202511,2025-05-05,2025-05-18,10.2,1.79,False,41
OR,ai_in_production,202512,2025-05-19,2025-06-01,8.4,1.32,False,41
OR,ai_in_production,202513,2025-06-02,2025-06-15,8.4,1.68,False,41
OR,ai_in_production,202514,2025-06-16,2025-06-29,10.6,2.76,False,41
OR,ai_in_production,202515,2025-06-30,2025-07-13,11.4,1.47,False,41
OR,ai_in_production,202516,2025-07-14,2025-07-27,7.6,1.91,False,41
OR,ai_in_production,202517,2025-07-28,2025-08-10,10.0,0.93,False,41
OR,ai_in_production,202518,2025-08-11,2025-08-24,13.1,1.51,False,41
OR,ai_in_production,202519,2025-08-25,2025-09-07,11.0,1.53,False,41
OR,ai_in_production,202520,2025-09-08,2025-09-21,11.0,1.3,False,41
PA,ai_in_any_function,202524,2025-11-03,2025-11-16,15.5,1.51,False,42
PA,ai_in_production,202319,2023-08-28,2023-09-10,3.0,0.37,False,42
PA,ai_in_production,202320,2023-09-11,2023-09-24,2.6,0.52,False,42
PA,ai_in_production,202321,2023-09-25,2023-10-08,2.8,0.37,False,42
PA,ai_in_production,202322,2023-10-09,2023-10-22,3.2,0.5,False,42
PA,ai_in_production,202323,2023-10-23,2023-11-05,2.9,0.79,False,42
PA,ai_in_production,202324,2023-11-06,2023-11-19,4.6,0.58,False,42
PA,ai_in_production,202325,2023-11-20,2023-12-03,4.3,0.94,False,42
PA,ai_in_production,202326,2023-12-04,2023-12-17,3.8,0.4,False,42
PA,ai_in_production,202401,2023-12-18,2023-12-31,3.8,0.7,False,42
PA,ai_in_production,202402,2024-01-01,2024-01-14,4.8,0.84,False,42
PA,ai_in_production,202403,2024-01-15,2024-01-28,3.7,1.03,False,42
PA,ai_in_production,202404,2024-01-29,2024-02-11,4.4,0.73,False,42
PA,ai_in_production,202405,2024-02-12,2024-02-25,3.6,0.79,False,42
PA,ai_in_production,202406,2024-02-26,2024-03-10,4.6,1.12,False,42
PA,ai_in_production,202407,2024-03-11,2024-03-24,3.1,0.73,False,42
PA,ai_in_production,202408,2024-03-25,2024-04-07,3.5,0.67,False,42
PA,ai_in_production,202409,2024-04-08,2024-04-21,2.5,0.59,False,42
PA,ai_in_production,202410,2024-04-22,2024-05-05,3.9,0.59,False,42
PA,ai_in_production,202411,2024-05-06,2024-05-19,4.2,1.05,False,42
PA,ai_in_production,202412,2024-05-20,2024-06-02,3.9,0.59,False,42
PA,ai_in_production,202413,2024-06-03,2024-06-16,3.6,0.67,False,42
PA,ai_in_production,202414,2024-06-17,2024-06-30,4.1,0.5,False,42
PA,ai_in_production,202415,2024-07-01,2024-07-14,2.6,0.68,False,42
PA,ai_in_production,202416,2024-07-15,2024-07-28,4.3,1.34,False,42
PA,ai_in_production,202417,2024-07-29,2024-08-11,4.1,0.51,False,42
PA,ai_in_production,202418,2024-08-12,2024-08-25,5.1,0.64,False,42
PA,ai_in_production,202419,2024-08-26,2024-09-08,4.3,0.68,False,42
PA,ai_in_production,202420,2024-09-09,2024-09-22,5.0,0.51,False,42
PA,ai_in_production,202421,2024-09-23,2024-10-06,5.8,1.07,False,42
PA,ai_in_production,202422,2024-10-07,2024-10-20,6.2,0.89,False,42
PA,ai_in_production,202423,2024-10-21,2024-11-03,4.9,0.79,False,42
PA,ai_in_production,202424,2024-11-04,2024-11-17,4.5,0.47,False,42
PA,ai_in_production,202425,2024-11-18,2024-12-01,5.2,0.79,False,42
PA,ai_in_production,202426,2024-12-02,2024-12-15,5.8,0.86,False,42
PA,ai_in_production,202501,2024-12-16,2024-12-29,5.7,1.01,False,42
PA,ai_in_production,202502,2024-12-30,2025-01-12,5.2,1.23,False,42
PA,ai_in_production,202503,2025-01-13,2025-01-26,5.9,0.81,False,42
PA,ai_in_production,202504,2025-01-27,2025-02-09,4.4,0.63,False,42
PA,ai_in_production,202505,2025-02-10,2025-02-23,7.0,0.85,False,42
PA,ai_in_production,202506,2025-02-24,2025-03-09,7.0,0.7,False,42
PA,ai_in_production,202507,2025-03-10,2025-03-23,7.9,0.87,False,42
PA,ai_in_production,202508,2025-03-24,2025-04-06,8.5,0.87,False,42
PA,ai_in_production,202509,2025-04-07,2025-04-20,6.5,0.73,False,42
PA,ai_in_production,202510,2025-04-21,2025-05-04,6.3,0.65,False,42
PA,ai_in_production,202511,2025-05-05,2025-05-18,6.0,0.81,False,42
PA,ai_in_production,202512,2025-05-19,2025-06-01,6.9,0.72,False,42
PA,ai_in_production,202513,2025-06-02,2025-06-15,9.1,0.98,False,42
PA,ai_in_production,202514,2025-06-16,2025-06-29,9.9,1.17,False,42
PA,ai_in_production,202515,2025-06-30,2025-07-13,10.1,0.93,False,42
PA,ai_in_production,202516,2025-07-14,2025-07-27,7.6,0.53,False,42
PA,ai_in_production,202517,2025-07-28,2025-08-10,7.4,0.75,False,42
PA,ai_in_production,202518,2025-08-11,2025-08-24,7.7,0.87,False,42
PA,ai_in_production,202519,2025-08-25,2025-09-07,7.9,0.74,False,42
PA,ai_in_production,202520,2025-09-08,2025-09-21,6.6,0.81,False,42
PR,ai_in_any_function,202524,2025-11-03,2025-11-16,10.1,1.3,False,72
PR,ai_in_production,202319,2023-08-28,2023-09-10,3.8,0.71,False,72
PR,ai_in_production,202322,2023-10-09,2023-10-22,4.0,1.15,False,72
PR,ai_in_production,202401,2023-12-18,2023-12-31,5.3,1.01,False,72
PR,ai_in_production,202409,2024-04-08,2024-04-21,3.9,1.14,False,72
PR,ai_in_production,202415,2024-07-01,2024-07-14,5.4,1.67,False,72
PR,ai_in_production,202418,2024-08-12,2024-08-25,6.4,1.4,False,72
PR,ai_in_production,202419,2024-08-26,2024-09-08,3.7,1.08,False,72
PR,ai_in_production,202420,2024-09-09,2024-09-22,5.7,1.66,False,72
PR,ai_in_production,202421,2024-09-23,2024-10-06,5.9,1.35,False,72
PR,ai_in_production,202422,2024-10-07,2024-10-20,3.7,1.08,False,72
PR,ai_in_production,202423,2024-10-21,2024-11-03,4.8,1.73,False,72
PR,ai_in_production,202424,2024-11-04,2024-11-17,4.6,1.18,False,72
PR,ai_in_production,202425,2024-11-18,2024-12-01,8.4,2.07,False,72
PR,ai_in_production,202502,2024-12-30,2025-01-12,6.1,1.87,False,72
PR,ai_in_production,202504,2025-01-27,2025-02-09,6.4,1.39,False,72
PR,ai_in_production,202505,2025-02-10,2025-02-23,6.9,1.58,False,72
PR,ai_in_production,202506,2025-02-24,2025-03-09,4.3,1.0,False,72
PR,ai_in_production,202508,2025-03-24,2025-04-06,7.9,2.33,False,72
PR,ai_in_production,202509,2025-04-07,2025-04-20,7.1,3.07,False,72
PR,ai_in_production,202510,2025-04-21,2025-05-04,7.9,1.76,False,72
PR,ai_in_production,202511,2025-05-05,2025-05-18,8.5,1.51,False,72
PR,ai_in_production,202512,2025-05-19,2025-06-01,5.8,1.08,False,72
PR,ai_in_production,202513,2025-06-02,2025-06-15,7.2,2.66,False,72
PR,ai_in_production,202515,2025-06-30,2025-07-13,7.4,2.01,False,72
PR,ai_in_production,202516,2025-07-14,2025-07-27,5.2,1.64,False,72
PR,ai_in_production,202517,2025-07-28,2025-08-10,6.6,1.45,False,72
PR,ai_in_production,202518,2025-08-11,2025-08-24,7.6,1.89,False,72
PR,ai_in_production,202519,2025-08-25,2025-09-07,6.7,1.45,False,72
PR,ai_in_production,202520,2025-09-08,2025-09-21,6.8,1.27,False,72
RI,ai_in_production,202324,2023-11-06,2023-11-19,8.7,3.33,False,44
RI,ai_in_production,202508,2025-03-24,2025-04-06,16.1,5.29,False,44
RI,ai_in_production,202517,2025-07-28,2025-08-10,11.1,3.51,False,44
SC,ai_in_any_function,202524,2025-11-03,2025-11-16,16.2,2.73,False,45
SC,ai_in_production,202320,2023-09-11,2023-09-24,4.7,1.32,False,45
SC,ai_in_production,202321,2023-09-25,2023-10-08,2.9,0.78,False,45
SC,ai_in_production,202322,2023-10-09,2023-10-22,3.9,1.22,False,45
SC,ai_in_production,202323,2023-10-23,2023-11-05,3.2,0.9,False,45
SC,ai_in_production,202324,2023-11-06,2023-11-19,4.7,1.05,False,45
SC,ai_in_production,202325,2023-11-20,2023-12-03,5.4,1.47,False,45
SC,ai_in_production,202326,2023-12-04,2023-12-17,3.6,1.13,False,45
SC,ai_in_production,202401,2023-12-18,2023-12-31,3.8,0.75,False,45
SC,ai_in_production,202402,2024-01-01,2024-01-14,4.4,1.15,False,45
SC,ai_in_production,202403,2024-01-15,2024-01-28,4.4,1.5,False,45
SC,ai_in_production,202404,2024-01-29,2024-02-11,3.4,0.97,False,45
SC,ai_in_production,202407,2024-03-11,2024-03-24,3.8,1.08,False,45
SC,ai_in_production,202408,2024-03-25,2024-04-07,7.1,1.0,False,45
SC,ai_in_production,202409,2024-04-08,2024-04-21,3.9,0.9,False,45
SC,ai_in_production,202410,2024-04-22,2024-05-05,5.6,1.28,False,45
SC,ai_in_production,202412,2024-05-20,2024-06-02,4.7,1.03,False,45
SC,ai_in_production,202414,2024-06-17,2024-06-30,5.2,1.67,False,45
SC,ai_in_production,202416,2024-07-15,2024-07-28,7.4,1.17,False,45
SC,ai_in_production,202417,2024-07-29,2024-08-11,5.1,1.11,False,45
SC,ai_in_production,202418,2024-08-12,2024-08-25,4.4,0.86,False,45
SC,ai_in_production,202419,2024-08-26,2024-09-08,5.2,1.07,False,45
SC,ai_in_production,202420,2024-09-09,2024-09-22,4.0,1.06,False,45
SC,ai_in_production,202421,2024-09-23,2024-10-06,5.9,1.23,False,45
SC,ai_in_production,202422,2024-10-07,2024-10-20,4.2,1.01,False,45
SC,ai_in_production,202423,2024-10-21,2024-11-03,6.0,1.1,False,45
SC,ai_in_production,202424,2024-11-04,2024-11-17,4.1,1.03,False,45
SC,ai_in_production,202425,2024-11-18,2024-12-01,6.8,1.78,False,45
SC,ai_in_production,202426,2024-12-02,2024-12-15,2.9,0.58,False,45
SC,ai_in_production,202501,2024-12-16,2024-12-29,4.5,1.04,False,45
SC,ai_in_production,202502,2024-12-30,2025-01-12,8.1,1.67,False,45
SC,ai_in_production,202503,2025-01-13,2025-01-26,7.1,1.8,False,45
SC,ai_in_production,202504,2025-01-27,2025-02-09,6.7,1.13,False,45
SC,ai_in_production,202505,2025-02-10,2025-02-23,8.7,1.89,False,45
SC,ai_in_production,202506,2025-02-24,2025-03-09,5.9,1.15,False,45
SC,ai_in_production,202507,2025-03-10,2025-03-23,6.5,1.49,False,45
SC,ai_in_production,202508,2025-03-24,2025-04-06,9.0,1.7,False,45
SC,ai_in_production,202509,2025-04-07,2025-04-20,7.9,1.46,False,45
SC,ai_in_production,202510,2025-04-21,2025-05-04,8.3,1.01,False,45
SC,ai_in_production,202511,2025-05-05,2025-05-18,9.8,2.21,False,45
SC,ai_in_production,202512,2025-05-19,2025-06-01,6.2,0.94,False,45
SC,ai_in_production,202513,2025-06-02,2025-06-15,7.8,1.94,False,45
SC,ai_in_production,202514,2025-06-16,2025-06-29,4.2,1.09,False,45
SC,ai_in_production,202515,2025-06-30,2025-07-13,10.6,1.48,False,45
SC,ai_in_production,202516,2025-07-14,2025-07-27,10.5,1.96,False,45
SC,ai_in_production,202517,2025-07-28,2025-08-10,8.3,2.3,False,45
SC,ai_in_production,202518,2025-08-11,2025-08-24,8.4,1.2,False,45
SC,ai_in_production,202519,2025-08-25,2025-09-07,11.3,1.06,False,45
SC,ai_in_production,202520,2025-09-08,2025-09-21,10.5,1.75,False,45
SD,ai_in_any_function,202524,2025-11-03,2025-11-16,11.5,5.09,False,46
SD,ai_in_production,202324,2023-11-06,2023-11-19,5.9,1.44,False,46
SD,ai_in_production,202420,2024-09-09,2024-09-22,6.8,2.23,False,46
SD,ai_in_production,202421,2024-09-23,2024-10-06,7.0,1.52,False,46
SD,ai_in_production,202513,2025-06-02,2025-06-15,9.5,2.95,False,46
SD,ai_in_production,202517,2025-07-28,2025-08-10,9.1,2.31,False,46
TN,ai_in_any_function,202524,2025-11-03,2025-11-16,20.4,2.83,False,47
TN,ai_in_production,202320,2023-09-11,2023-09-24,4.4,1.45,False,47
TN,ai_in_production,202321,2023-09-25,2023-10-08,3.0,0.56,False,47
TN,ai_in_production,202322,2023-10-09,2023-10-22,3.1,0.86,False,47
TN,ai_in_production,202323,2023-10-23,2023-11-05,4.0,0.55,False,47
TN,ai_in_production,202324,2023-11-06,2023-11-19,5.3,0.84,False,47
TN,ai_in_production,202325,2023-11-20,2023-12-03,3.8,1.17,False,47
TN,ai_in_production,202326,2023-12-04,2023-12-17,4.7,1.01,False,47
TN,ai_in_production,202401,2023-12-18,2023-12-31,4.8,1.4,False,47
TN,ai_in_production,202402,2024-01-01,2024-01-14,5.3,0.83,False,47
TN,ai_in_production,202403,2024-01-15,2024-01-28,3.3,0.79,False,47
TN,ai_in_production,202404,2024-01-29,2024-02-11,7.3,1.04,False,47
TN,ai_in_production,202405,2024-02-12,2024-02-25,3.2,1.03,False,47
TN,ai_in_production,202406,2024-02-26,2024-03-10,2.2,0.82,False,47
TN,ai_in_production,202407,2024-03-11,2024-03-24,4.4,1.15,False,47
TN,ai_in_production,202408,2024-03-25,2024-04-07,4.4,1.09,False,47
TN,ai_in_production,202409,2024-04-08,2024-04-21,5.8,1.05,False,47
TN,ai_in_production,202410,2024-04-22,2024-05-05,3.9,0.83,False,47
TN,ai_in_production,202411,2024-05-06,2024-05-19,3.9,1.29,False,47
TN,ai_in_production,202412,2024-05-20,2024-06-02,4.0,0.99,False,47
TN,ai_in_production,202413,2024-06-03,2024-06-16,5.6,1.25,False,47
TN,ai_in_production,202414,2024-06-17,2024-06-30,3.1,1.2,False,47
TN,ai_in_production,202415,2024-07-01,2024-07-14,5.9,1.48,False,47
TN,ai_in_production,202416,2024-07-15,2024-07-28,3.4,0.94,False,47
TN,ai_in_production,202417,2024-07-29,2024-08-11,6.4,1.11,False,47
TN,ai_in_production,202418,2024-08-12,2024-08-25,4.4,1.11,False,47
TN,ai_in_production,202419,2024-08-26,2024-09-08,3.1,0.97,False,47
TN,ai_in_production,202420,2024-09-09,2024-09-22,5.7,1.05,False,47
TN,ai_in_production,202421,2024-09-23,2024-10-06,6.8,0.96,False,47
TN,ai_in_production,202422,2024-10-07,2024-10-20,2.6,0.58,False,47
TN,ai_in_production,202423,2024-10-21,2024-11-03,8.0,1.56,False,47
TN,ai_in_production,202424,2024-11-04,2024-11-17,6.3,1.51,False,47
TN,ai_in_production,202425,2024-11-18,2024-12-01,4.8,1.83,False,47
TN,ai_in_production,202426,2024-12-02,2024-12-15,4.9,2.0,False,47
TN,ai_in_production,202501,2024-12-16,2024-12-29,5.5,1.6,False,47
TN,ai_in_production,202502,2024-12-30,2025-01-12,3.6,0.9,False,47
TN,ai_in_production,202503,2025-01-13,2025-01-26,5.4,1.28,False,47
TN,ai_in_production,202504,2025-01-27,2025-02-09,5.4,1.29,False,47
TN,ai_in_production,202505,2025-02-10,2025-02-23,4.4,1.13,False,47
TN,ai_in_production,202506,2025-02-24,2025-03-09,6.0,1.31,False,47
TN,ai_in_production,202507,2025-03-10,2025-03-23,9.5,1.9,False,47
TN,ai_in_production,202508,2025-03-24,2025-04-06,6.1,1.89,False,47
TN,ai_in_production,202509,2025-04-07,2025-04-20,14.4,1.48,False,47
TN,ai_in_production,202510,2025-04-21,2025-05-04,6.1,1.44,False,47
TN,ai_in_production,202511,2025-05-05,2025-05-18,6.9,1.68,False,47
TN,ai_in_production,202512,2025-05-19,2025-06-01,9.1,2.45,False,47
TN,ai_in_production,202513,2025-06-02,2025-06-15,10.4,1.88,False,47
TN,ai_in_production,202514,2025-06-16,2025-06-29,5.1,1.25,False,47
TN,ai_in_production,202515,2025-06-30,2025-07-13,8.4,1.85,False,47
TN,ai_in_production,202516,2025-07-14,2025-07-27,9.3,1.61,False,47
TN,ai_in_production,202517,2025-07-28,2025-08-10,9.0,1.88,False,47
TN,ai_in_production,202518,2025-08-11,2025-08-24,8.1,1.28,False,47
TN,ai_in_production,202519,2025-08-25,2025-09-07,9.5,1.03,False,47
