year,state,award_level,awards_unexposed,awards_exposed,share_exposed
2023,UT,20,3510.0,28.0,0.00791407574901074
2023,UT,21,4217.0,3060.0,0.42050295451422287
2023,VA,2,4043.0,405.0,0.0910521582733813
2023,VA,3,9000.0,5260.0,0.3688639551192146
2023,VA,4,324.0,35.0,0.09749303621169916
2023,VA,5,32033.0,21416.0,0.4006810230313009
2023,VA,6,2748.0,1311.0,0.3229859571322986
2023,VA,7,14973.0,10759.0,0.41811751904243744
2023,VA,8,336.0,147.0,0.30434782608695654
2023,VA,17,3018.0,1453.0,0.3249832252292552
2023,VA,18,3641.0,1.0,0.0002745744096650192
2023,VA,19,26.0,6.0,0.1875
2023,VA,20,313.0,0.0,0.0
2023,VA,21,7928.0,1248.0,0.13600697471665213
2023,VI,3,19.0,1.0,0.05
2023,VI,5,105.0,62.0,0.3712574850299401
2023,VI,7,14.0,19.0,0.5757575757575758
2023,VI,8,0.0,0.0,
2023,VI,17,13.0,0.0,0.0
2023,VI,21,2.0,1.0,0.3333333333333333
2023,VT,2,314.0,32.0,0.09248554913294797
2023,VT,3,462.0,124.0,0.21160409556313994
2023,VT,5,2954.0,2671.0,0.47484444444444446
2023,VT,6,178.0,101.0,0.36200716845878134
2023,VT,7,1005.0,804.0,0.4444444444444444
2023,VT,8,46.0,1.0,0.02127659574468085
2023,VT,17,42.0,29.0,0.4084507042253521
2023,VT,18,291.0,0.0,0.0
2023,VT,20,29.0,0.0,0.0
2023,VT,21,101.0,214.0,0.6793650793650794
2023,WA,2,4091.0,976.0,0.19261890665087822
2023,WA,3,7998.0,2573.0,0.2434017595307918
2023,WA,4,291.0,49.0,0.14411764705882352
2023,WA,5,17117.0,15321.0,0.4723164190147358
2023,WA,6,1011.0,407.0,0.28702397743300423
2023,WA,7,6046.0,4781.0,0.4415812321049229
2023,WA,8,108.0,4.0,0.03571428571428571
2023,WA,17,609.0,478.0,0.43974241030358785
2023,WA,18,1826.0,0.0,0.0
2023,WA,19,167.0,0.0,0.0
2023,WA,20,1638.0,249.0,0.13195548489666137
2023,WA,21,6129.0,2062.0,0.2517397143205958
2023,WI,2,5348.0,1228.0,0.1867396593673966
2023,WI,3,5575.0,3628.0,0.3942192763229382
2023,WI,4,577.0,10.0,0.017035775127768313
2023,WI,5,21145.0,12635.0,0.3740378922439313
2023,WI,6,554.0,265.0,0.3235653235653236
2023,WI,7,6558.0,3543.0,0.35075735075735076
2023,WI,8,396.0,11.0,0.02702702702702703
2023,WI,17,637.0,484.0,0.431757359500446
2023,WI,18,1785.0,8.0,0.004461795872838818
2023,WI,19,5.0,0.0,0.0
2023,WI,20,7705.0,425.0,0.05227552275522755
2023,WI,21,8717.0,4958.0,0.36255941499085925
2023,WV,2,1488.0,628.0,0.29678638941398866
2023,WV,3,3012.0,1145.0,0.2754390185229733
2023,WV,4,208.0,0.0,0.0
2023,WV,5,9053.0,6009.0,0.39895100252290533
2023,WV,6,206.0,202.0,0.4950980392156863
2023,WV,7,3585.0,2394.0,0.4004014049172102
2023,WV,8,126.0,0.0,0.0
2023,WV,17,130.0,105.0,0.44680851063829785
2023,WV,18,879.0,1.0,0.0011363636363636363
2023,WV,20,205.0,8.0,0.03755868544600939
2023,WV,21,997.0,692.0,0.40970988750740084
2023,WY,2,553.0,60.0,0.09787928221859707
2023,WY,3,1798.0,316.0,0.14947965941343425
2023,WY,4,841.0,0.0,0.0
2023,WY,5,1484.0,657.0,0.30686595049042503
2023,WY,6,77.0,33.0,0.3
2023,WY,7,326.0,214.0,0.3962962962962963
2023,WY,17,62.0,35.0,0.36082474226804123
2023,WY,18,115.0,0.0,0.0
2023,WY,20,3.0,0.0,0.0
2023,WY,21,352.0,135.0,0.27720739219712526
2024,AK,2,1219.0,133.0,0.09837278106508876
2024,AK,3,393.0,246.0,0.38497652582159625
2024,AK,4,0.0,0.0,
2024,AK,5,897.0,424.0,0.3209689629068887
2024,AK,6,88.0,28.0,0.2413793103448276
2024,AK,7,285.0,162.0,0.3624161073825503
2024,AK,8,15.0,0.0,0.0
2024,AK,17,20.0,9.0,0.3103448275862069
2024,AK,18,2.0,0.0,0.0
2024,AK,20,4.0,0.0,0.0
2024,AK,21,403.0,145.0,0.2645985401459854
2024,AL,2,4854.0,321.0,0.06202898550724638
2024,AL,3,6118.0,1276.0,0.17257235596429538
2024,AL,4,0.0,0.0,
2024,AL,5,19962.0,11038.0,0.3560645161290323
2024,AL,6,548.0,315.0,0.3650057937427578
2024,AL,7,9418.0,6422.0,0.4054292929292929
2024,AL,8,699.0,34.0,0.04638472032742155
2024,AL,17,672.0,274.0,0.28964059196617337
2024,AL,18,2242.0,0.0,0.0
2024,AL,19,0.0,1.0,1.0
2024,AL,20,34.0,0.0,0.0
2024,AL,21,7547.0,1598.0,0.17474029524330234
2024,AR,2,3620.0,509.0,0.12327440058125454
2024,AR,3,3637.0,881.0,0.19499778663125278
2024,AR,4,66.0,5.0,0.07042253521126761
2024,AR,5,10263.0,4426.0,0.3013139083668051
2024,AR,6,890.0,301.0,0.25272879932829556
2024,AR,7,3990.0,2144.0,0.34952722530159763
2024,AR,8,606.0,8.0,0.013029315960912053
2024,AR,17,238.0,137.0,0.36533333333333334
2024,AR,18,1094.0,0.0,0.0
2024,AR,20,2385.0,114.0,0.04561824729891957
2024,AR,21,5211.0,1634.0,0.2387143900657414
2024,AS,2,23.0,7.0,0.23333333333333334
2024,AS,3,72.0,36.0,0.3333333333333333
2024,AS,5,10.0,0.0,0.0
2024,AZ,2,13549.0,2785.0,0.17050324476551978
2024,AZ,3,11702.0,7380.0,0.3867519127974007
2024,AZ,4,29.0,1.0,0.03333333333333333
2024,AZ,5,36911.0,27122.0,0.42356285040525976
2024,AZ,6,830.0,797.0,0.48985863552550707
2024,AZ,7,20846.0,16157.0,0.4366402724103451
2024,AZ,8,404.0,57.0,0.12364425162689804
2024,AZ,17,1870.0,772.0,0.2922028766086298
2024,AZ,18,2174.0,29.0,0.013163867453472538
2024,AZ,19,0.0,0.0,
2024,AZ,20,3969.0,826.0,0.17226277372262774
2024,AZ,21,15557.0,8831.0,0.3621043135968509
2024,CA,2,48081.0,5850.0,0.10847193636313067
2024,CA,3,108901.0,44929.0,0.29206916726256255
2024,CA,4,2629.0,131.0,0.04746376811594203
2024,CA,5,105370.0,101349.0,0.4902742370077255
2024,CA,6,1768.0,1412.0,0.4440251572327044
2024,CA,7,51548.0,34650.0,0.4019814844891993
2024,CA,8,1300.0,259.0,0.16613213598460552
2024,CA,17,5542.0,3935.0,0.41521578558615596
2024,CA,18,12581.0,50.0,0.003958514765260075
2024,CA,19,413.0,10.0,0.02364066193853428
2024,CA,20,4937.0,928.0,0.15822676896845694
2024,CA,21,55699.0,19703.0,0.26130606615209145
2024,CO,2,6297.0,558.0,0.08140043763676148
2024,CO,3,5947.0,4012.0,0.4028516919369415
2024,CO,4,270.0,0.0,0.0
2024,CO,5,16814.0,17163.0,0.5051358271772081
2024,CO,6,560.0,710.0,0.5590551181102362
2024,CO,7,8574.0,6954.0,0.44783616692426587
2024,CO,8,141.0,24.0,0.14545454545454545
2024,CO,17,741.0,555.0,0.42824074074074076
2024,CO,18,1584.0,110.0,0.06493506493506493
2024,CO,19,20.0,0.0,0.0
2024,CO,20,4714.0,501.0,0.09606903163950144
2024,CO,21,9006.0,2702.0,0.2307823710283567
2024,CT,2,3245.0,208.0,0.06023747465971619
2024,CT,3,2988.0,1548.0,0.3412698412698413
2024,CT,4,441.0,13.0,0.028634361233480177
2024,CT,5,12291.0,8822.0,0.41784682423151615
2024,CT,6,719.0,479.0,0.3998330550918197
2024,CT,7,6736.0,7572.0,0.5292144254962259
2024,CT,8,481.0,5.0,0.0102880658436214
2024,CT,17,558.0,390.0,0.41139240506329117
2024,CT,18,1471.0,10.0,0.00675219446320054
2024,CT,19,2.0,0.0,0.0
2024,CT,20,386.0,44.0,0.10232558139534884
2024,CT,21,1801.0,510.0,0.22068368671570748
2024,DC,2,127.0,56.0,0.30601092896174864
2024,DC,3,619.0,233.0,0.2734741784037559
2024,DC,4,10.0,0.0,0.0
2024,DC,5,5197.0,4349.0,0.4555834904672114
2024,DC,6,277.0,455.0,0.6215846994535519
2024,DC,7,5624.0,6543.0,0.5377660886003123
2024,DC,8,136.0,19.0,0.12258064516129032
2024,DC,17,420.0,283.0,0.40256045519203415
2024,DC,18,2736.0,39.0,0.014054054054054054
2024,DC,19,11.0,2.0,0.15384615384615385
2024,DC,20,0.0,0.0,
2024,DC,21,499.0,197.0,0.28304597701149425
2024,DE,2,367.0,0.0,0.0
2024,DE,3,1111.0,331.0,0.22954230235783635
2024,DE,5,3309.0,2790.0,0.4574520413182489
2024,DE,6,1.0,6.0,0.8571428571428571
2024,DE,7,1273.0,2000.0,0.6110601894286587
2024,DE,8,0.0,0.0,
2024,DE,17,358.0,166.0,0.31679389312977096
2024,DE,18,63.0,0.0,0.0
2024,DE,20,372.0,22.0,0.05583756345177665
2024,DE,21,833.0,71.0,0.07853982300884955
2024,FL,2,19976.0,6269.0,0.23886454562773862
2024,FL,3,21178.0,12649.0,0.37393206610104357
2024,FL,4,1640.0,50.0,0.029585798816568046
2024,FL,5,64643.0,35561.0,0.3548860324937128
2024,FL,6,1684.0,876.0,0.3421875
2024,FL,7,22567.0,16267.0,0.418885512695061
2024,FL,8,681.0,224.0,0.24751381215469614
2024,FL,17,2257.0,1390.0,0.38113517959967097
2024,FL,18,6181.0,21.0,0.003386004514672686
2024,FL,19,3.0,0.0,0.0
2024,FL,20,7921.0,362.0,0.04370397199082458
2024,FL,21,40480.0,16189.0,0.2856764721452646
2024,FM,2,49.0,9.0,0.15517241379310345
2024,FM,3,117.0,47.0,0.2865853658536585
2024,FM,4,18.0,0.0,0.0
2024,FM,5,8.0,0.0,0.0
2024,GA,2,8353.0,1687.0,0.16802788844621513
2024,GA,3,6045.0,4567.0,0.43036185450433473
2024,GA,4,787.0,388.0,0.3302127659574468
2024,GA,5,30839.0,22135.0,0.41784649073130214
2024,GA,6,608.0,553.0,0.4763135228251507
2024,GA,7,12575.0,11522.0,0.47815080715441755
2024,GA,8,590.0,159.0,0.21228304405874499
2024,GA,17,1345.0,814.0,0.3770264011116258
2024,GA,18,2806.0,0.0,0.0
2024,GA,19,40.0,0.0,0.0
2024,GA,20,638.0,385.0,0.3763440860215054
2024,GA,21,24844.0,9268.0,0.27169324577861165
2024,GU,2,55.0,6.0,0.09836065573770492
2024,GU,3,140.0,124.0,0.4696969696969697
2024,GU,4,0.0,0.0,
2024,GU,5,298.0,126.0,0.2971698113207547
2024,GU,6,0.0,0.0,
2024,GU,7,81.0,27.0,0.25
2024,GU,21,0.0,0.0,
2024,HI,2,644.0,275.0,0.2992383025027203
2024,HI,3,993.0,538.0,0.3514043109079033
2024,HI,4,29.0,0.0,0.0
2024,HI,5,3243.0,2041.0,0.38626040878122636
2024,HI,6,3.0,3.0,0.5
2024,HI,7,822.0,562.0,0.4060693641618497
2024,HI,8,15.0,0.0,0.0
2024,HI,17,99.0,83.0,0.45604395604395603
2024,HI,18,337.0,0.0,0.0
2024,HI,19,5.0,0.0,0.0
2024,HI,20,21.0,0.0,0.0
2024,HI,21,434.0,60.0,0.1214574898785425
2024,IA,2,2928.0,588.0,0.16723549488054607
2024,IA,3,4332.0,1731.0,0.2855022266204849
2024,IA,4,305.0,0.0,0.0
2024,IA,5,12961.0,7116.0,0.3544354236190666
2024,IA,6,531.0,283.0,0.3476658476658477
2024,IA,7,3273.0,2521.0,0.43510528132550913
2024,IA,8,655.0,152.0,0.18835192069392812
2024,IA,17,513.0,289.0,0.36034912718204487
2024,IA,18,1937.0,0.0,0.0
2024,IA,19,21.0,0.0,0.0
2024,IA,20,2988.0,40.0,0.013210039630118891
2024,IA,21,3521.0,937.0,0.21018393898609242
2024,ID,2,1515.0,168.0,0.09982174688057041
2024,ID,3,1910.0,1379.0,0.41927637579811494
2024,ID,4,55.0,0.0,0.0
2024,ID,5,7350.0,4669.0,0.38846825859056494
2024,ID,6,110.0,120.0,0.5217391304347826
2024,ID,7,1592.0,786.0,0.33052985702270815
2024,ID,8,81.0,4.0,0.047058823529411764
2024,ID,17,88.0,95.0,0.5191256830601093
2024,ID,18,432.0,0.0,0.0
2024,ID,20,140.0,78.0,0.3577981651376147
2024,ID,21,3850.0,6093.0,0.6127929196419591
2024,IL,2,9984.0,5841.0,0.3690995260663507
2024,IL,3,14143.0,4381.0,0.236503994817534
2024,IL,4,619.0,0.0,0.0
2024,IL,5,39371.0,22297.0,0.3615651553479925
2024,IL,6,1240.0,1681.0,0.5754878466278671
2024,IL,7,25629.0,18803.0,0.4231859920777818
2024,IL,8,984.0,73.0,0.06906338694418164
2024,IL,17,1926.0,1353.0,0.4126258005489479
2024,IL,18,6348.0,5.0,0.0007870297497245396
2024,IL,19,147.0,0.0,0.0
2024,IL,20,10619.0,873.0,0.0759658893143056
2024,IL,21,14906.0,5990.0,0.28665773353751917
2024,IN,2,6551.0,3978.0,0.3778136575173331
2024,IN,3,7952.0,2857.0,0.2643167730594875
2024,IN,4,123.0,0.0,0.0
2024,IN,5,30085.0,16979.0,0.3607640659527452
2024,IN,6,2422.0,1290.0,0.34752155172413796
2024,IN,7,16999.0,11497.0,0.4034601347557552
2024,IN,8,788.0,50.0,0.059665871121718374
2024,IN,17,1279.0,869.0,0.40456238361266295
2024,IN,18,2311.0,142.0,0.05788830004076641
2024,IN,19,12.0,17.0,0.5862068965517241
2024,IN,20,5395.0,273.0,0.0481651376146789
2024,IN,21,8788.0,8324.0,0.48644226273959795
2024,KS,2,4915.0,715.0,0.1269982238010657
2024,KS,3,3129.0,932.0,0.22950012312238366
2024,KS,4,0.0,0.0,
2024,KS,5,10994.0,5724.0,0.3423854528053595
2024,KS,6,418.0,366.0,0.46683673469387754
2024,KS,7,4147.0,3456.0,0.4545574115480731
2024,KS,8,297.0,76.0,0.2037533512064343
2024,KS,17,394.0,263.0,0.4003044140030441
2024,KS,18,1129.0,4.0,0.00353045013239188
2024,KS,19,3.0,0.0,0.0
2024,KS,20,5094.0,93.0,0.017929438982070563
2024,KS,21,3719.0,732.0,0.16445742529768592
2024,KY,2,4421.0,777.0,0.14948056944978838
2024,KY,3,4912.0,1402.0,0.22204624643649035
2024,KY,4,41.0,0.0,0.0
2024,KY,5,16066.0,6706.0,0.29448445459336026
2024,KY,6,1593.0,348.0,0.17928902627511592
2024,KY,7,11010.0,4394.0,0.2852505842638276
2024,KY,8,231.0,6.0,0.02531645569620253
2024,KY,17,703.0,310.0,0.3060217176702863
2024,KY,18,2090.0,1.0,0.00047824007651841227
2024,KY,19,143.0,0.0,0.0
2024,KY,20,11266.0,2037.0,0.1531233556340675
2024,KY,21,11739.0,6686.0,0.362876526458616
2024,LA,2,7258.0,894.0,0.10966633954857703
2024,LA,3,3918.0,855.0,0.1791326209930861
2024,LA,4,186.0,4.0,0.021052631578947368
2024,LA,5,13637.0,7025.0,0.33999612815797114
2024,LA,6,197.0,41.0,0.1722689075630252
2024,LA,7,5344.0,4863.0,0.47643773880670126
2024,LA,8,212.0,459.0,0.684053651266766
2024,LA,17,555.0,339.0,0.37919463087248323
2024,LA,18,1983.0,0.0,0.0
2024,LA,19,0.0,0.0,
2024,LA,20,2859.0,793.0,0.21714129244249727
2024,LA,21,8559.0,1812.0,0.1747179635522129
2024,MA,2,2254.0,179.0,0.07357172215371968
2024,MA,3,4544.0,1922.0,0.2972471388802969
2024,MA,4,265.0,6.0,0.02214022140221402
2024,MA,5,30087.0,24944.0,0.45327179226254294
2024,MA,6,1435.0,1428.0,0.49877750611246946
2024,MA,7,22612.0,24983.0,0.5249080785796827
2024,MA,8,711.0,44.0,0.05827814569536424
2024,MA,17,2112.0,1539.0,0.42152834839769926
2024,MA,18,5563.0,19.0,0.003403797921891795
2024,MA,19,232.0,0.0,0.0
2024,MA,20,370.0,80.0,0.17777777777777778
2024,MA,21,3153.0,1215.0,0.27815934065934067
2024,MD,2,2736.0,365.0,0.11770396646243148
2024,MD,3,5180.0,3006.0,0.3672123137063279
2024,MD,4,315.0,727.0,0.6976967370441459
2024,MD,5,16329.0,17357.0,0.5152585643887668
2024,MD,6,1717.0,1120.0,0.39478322171307717
2024,MD,7,8595.0,11777.0,0.5780973885725506
2024,MD,8,257.0,10.0,0.03745318352059925
2024,MD,17,1008.0,616.0,0.3793103448275862
2024,MD,18,1610.0,49.0,0.029535864978902954
2024,MD,20,8.0,4.0,0.3333333333333333
2024,MD,21,2589.0,1347.0,0.34222560975609756
2024,ME,2,643.0,40.0,0.05856515373352855
2024,ME,3,1313.0,615.0,0.31898340248962653
2024,ME,5,4403.0,2761.0,0.3853992183137912
2024,ME,6,185.0,97.0,0.34397163120567376
2024,ME,7,1708.0,754.0,0.3062550771730301
2024,ME,8,112.0,6.0,0.05084745762711865
2024,ME,17,136.0,41.0,0.23163841807909605
2024,ME,18,448.0,0.0,0.0
2024,ME,20,84.0,0.0,0.0
2024,ME,21,696.0,310.0,0.3081510934393638
2024,MH,2,37.0,21.0,0.3620689655172414
2024,MH,3,41.0,36.0,0.4675324675324675
2024,MH,5,27.0,0.0,0.0
2024,MI,2,7147.0,515.0,0.06721482641607936
2024,MI,3,8766.0,4078.0,0.3175023357209592
2024,MI,4,507.0,1.0,0.001968503937007874
2024,MI,5,29914.0,21702.0,0.4204510229386237
2024,MI,6,391.0,544.0,0.5818181818181818
2024,MI,7,10325.0,9137.0,0.46947898468811017
2024,MI,8,392.0,215.0,0.3542009884678748
2024,MI,17,1238.0,990.0,0.44434470377019747
2024,MI,18,3667.0,0.0,0.0
2024,MI,19,7.0,0.0,0.0
2024,MI,20,1366.0,234.0,0.14625
2024,MI,21,5333.0,1513.0,0.2210049664037394
2024,MN,2,4346.0,548.0,0.11197384552513281
2024,MN,3,6440.0,2472.0,0.27737881508078993
2024,MN,4,911.0,68.0,0.06945863125638406
2024,MN,5,27402.0,11692.0,0.2990740267048652
2024,MN,6,1652.0,817.0,0.3309031996759822
2024,MN,7,19312.0,5905.0,0.2341674267359321
2024,MN,8,736.0,23.0,0.030303030303030304
2024,MN,17,2671.0,985.0,0.26942013129102843
2024,MN,18,2346.0,23.0,0.009708737864077669
2024,MN,19,56.0,0.0,0.0
2024,MN,20,1415.0,7.0,0.004922644163150493
2024,MN,21,4842.0,2874.0,0.3724727838258165
2024,MO,2,4264.0,603.0,0.12389562358742552
2024,MO,3,5609.0,1529.0,0.2142056598486971
2024,MO,4,170.0,3.0,0.017341040462427744
2024,MO,5,20842.0,10849.0,0.34233694108737495
2024,MO,6,1377.0,1311.0,0.4877232142857143
2024,MO,7,10036.0,9587.0,0.488559343627376
2024,MO,8,846.0,34.0,0.038636363636363635
2024,MO,17,1203.0,437.0,0.26646341463414636
2024,MO,18,3789.0,0.0,0.0
2024,MO,19,111.0,2.0,0.017699115044247787
2024,MO,20,205.0,36.0,0.14937759336099585
2024,MO,21,3457.0,3330.0,0.49064387800206277
2024,MP,2,0.0,0.0,
2024,MP,3,63.0,48.0,0.43243243243243246
2024,MP,5,28.0,29.0,0.5087719298245614
2024,MP,20,16.0,0.0,0.0
2024,MP,21,0.0,0.0,
2024,MS,2,5877.0,1450.0,0.19789818479596014
2024,MS,3,5729.0,1799.0,0.23897449521785336
2024,MS,4,17.0,0.0,0.0
2024,MS,5,9218.0,4496.0,0.32784016333673616
2024,MS,6,79.0,87.0,0.5240963855421686
2024,MS,7,3480.0,2151.0,0.38199254128929144
2024,MS,8,204.0,23.0,0.1013215859030837
2024,MS,17,749.0,167.0,0.18231441048034935
2024,MS,18,964.0,0.0,0.0
2024,MS,19,3.0,0.0,0.0
2024,MS,20,210.0,0.0,0.0
2024,MS,21,1432.0,82.0,0.05416116248348745
2024,MT,2,546.0,123.0,0.18385650224215247
2024,MT,3,1016.0,272.0,0.2111801242236025
2024,MT,4,116.0,113.0,0.49344978165938863
2024,MT,5,3831.0,1394.0,0.26679425837320575
2024,MT,6,161.0,56.0,0.25806451612903225
2024,MT,7,814.0,473.0,0.36752136752136755
2024,MT,8,16.0,0.0,0.0
2024,MT,17,97.0,57.0,0.37012987012987014
2024,MT,18,473.0,0.0,0.0
2024,MT,20,19.0,0.0,0.0
2024,MT,21,306.0,66.0,0.1774193548387097
2024,NC,2,6182.0,2514.0,0.2890984360625575
2024,NC,3,11800.0,4406.0,0.27187461434036775
2024,NC,4,116.0,0.0,0.0
2024,NC,5,33905.0,21600.0,0.3891541302585353
2024,NC,6,1177.0,914.0,0.4371114299378288
2024,NC,7,11951.0,8154.0,0.40557075354389455
2024,NC,8,203.0,5.0,0.02403846153846154
2024,NC,17,1434.0,984.0,0.40694789081885857
2024,NC,18,3268.0,28.0,0.00849514563106796
2024,NC,19,108.0,0.0,0.0
2024,NC,20,152.0,0.0,0.0
2024,NC,21,20033.0,12236.0,0.3791874554526016
2024,ND,2,505.0,18.0,0.03441682600382409
2024,ND,3,1059.0,284.0,0.2114668652271035
2024,ND,4,88.0,0.0,0.0
2024,ND,5,3713.0,1745.0,0.31971418101868815
2024,ND,6,109.0,76.0,0.41081081081081083
2024,ND,7,1273.0,648.0,0.3373243102550755
2024,ND,8,10.0,0.0,0.0
2024,ND,17,173.0,56.0,0.2445414847161572
2024,ND,18,476.0,0.0,0.0
2024,ND,19,29.0,0.0,0.0
2024,ND,20,83.0,0.0,0.0
2024,ND,21,640.0,265.0,0.292817679558011
2024,NE,2,1268.0,367.0,0.22446483180428134
2024,NE,3,2501.0,1032.0,0.2921030285876026
2024,NE,4,366.0,0.0,0.0
2024,NE,5,8270.0,5225.0,0.38718043719896256
2024,NE,6,375.0,206.0,0.35456110154905335
2024,NE,7,2960.0,2395.0,0.44724556489262374
2024,NE,8,127.0,0.0,0.0
2024,NE,17,322.0,167.0,0.34151329243353784
2024,NE,18,1425.0,0.0,0.0
2024,NE,19,64.0,0.0,0.0
2024,NE,20,39.0,0.0,0.0
2024,NE,21,2328.0,973.0,0.2947591638897304
2024,NH,2,546.0,143.0,0.20754716981132076
2024,NH,3,1805.0,2928.0,0.6186351151489542
2024,NH,4,1.0,0.0,0.0
2024,NH,5,13207.0,15445.0,0.5390548652799106
2024,NH,6,256.0,550.0,0.6823821339950372
2024,NH,7,5511.0,7365.0,0.5719944082013048
2024,NH,8,151.0,15.0,0.09036144578313253
2024,NH,17,144.0,99.0,0.4074074074074074
2024,NH,18,443.0,5.0,0.011160714285714286
2024,NH,19,0.0,0.0,
2024,NH,20,7.0,0.0,0.0
2024,NH,21,622.0,1135.0,0.6459874786568014
2024,NJ,2,7993.0,538.0,0.06306411909506505
2024,NJ,3,8096.0,4260.0,0.3447717707996115
2024,NJ,4,1259.0,0.0,0.0
2024,NJ,5,23580.0,15949.0,0.4034759290647373
2024,NJ,6,471.0,631.0,0.5725952813067151
2024,NJ,7,8858.0,9138.0,0.5077795065570126
2024,NJ,8,394.0,464.0,0.5407925407925408
2024,NJ,17,1070.0,644.0,0.3757292882147025
2024,NJ,18,2155.0,23.0,0.010560146923783287
2024,NJ,19,0.0,2.0,1.0
2024,NJ,20,333.0,9.0,0.02631578947368421
2024,NJ,21,3563.0,883.0,0.19860548807917228
2024,NM,2,2400.0,516.0,0.17695473251028807
2024,NM,3,3099.0,1220.0,0.2824727946283862
2024,NM,4,27.0,0.0,0.0
2024,NM,5,4962.0,2080.0,0.29537063334280034
2024,NM,6,347.0,18.0,0.049315068493150684
2024,NM,7,2067.0,1199.0,0.367115737905695
2024,NM,8,96.0,7.0,0.06796116504854369
2024,NM,17,145.0,158.0,0.5214521452145214
2024,NM,18,443.0,0.0,0.0
2024,NM,20,660.0,69.0,0.09465020576131687
2024,NM,21,3262.0,402.0,0.10971615720524018
2024,NV,2,3236.0,501.0,0.13406475782713406
2024,NV,3,2900.0,1727.0,0.37324400259347307
2024,NV,4,156.0,0.0,0.0
2024,NV,5,7207.0,2899.0,0.28685929150999406
2024,NV,6,100.0,37.0,0.27007299270072993
2024,NV,7,1674.0,695.0,0.2933727311101731
2024,NV,8,40.0,1.0,0.024390243902439025
2024,NV,17,278.0,149.0,0.34894613583138173
2024,NV,18,886.0,0.0,0.0
2024,NV,20,1795.0,467.0,0.20645446507515472
2024,NV,21,3082.0,414.0,0.11842105263157894
2024,NY,2,10352.0,1833.0,0.15043085761181782
2024,NY,3,21785.0,13025.0,0.3741740879057742
2024,NY,4,1417.0,52.0,0.035398230088495575
2024,NY,5,69624.0,53211.0,0.4331908657955794
2024,NY,6,1590.0,933.0,0.3697978596908442
2024,NY,7,44090.0,31444.0,0.41628935313898374
2024,NY,8,3378.0,555.0,0.14111365369946605
2024,NY,17,2988.0,2040.0,0.40572792362768495
2024,NY,18,10495.0,16.0,0.0015222148225668348
2024,NY,19,83.0,11.0,0.11702127659574468
2024,NY,20,2295.0,74.0,0.03123680878007598
2024,NY,21,5972.0,716.0,0.10705741626794259
2024,OH,2,11200.0,4051.0,0.2656219264310537
2024,OH,3,13861.0,7649.0,0.3556020455602046
2024,OH,4,629.0,0.0,0.0
2024,OH,5,38546.0,24014.0,0.3838554987212276
2024,OH,6,1115.0,924.0,0.45316331535066207
2024,OH,7,13081.0,10274.0,0.43990580175551275
2024,OH,8,453.0,16.0,0.03411513859275053
2024,OH,17,1602.0,804.0,0.3341645885286783
2024,OH,18,4418.0,0.0,0.0
2024,OH,19,26.0,2.0,0.07142857142857142
2024,OH,20,7101.0,2249.0,0.24053475935828877
2024,OH,21,8945.0,5589.0,0.3845465804320903
2024,OK,2,8508.0,2020.0,0.1918693009118541
2024,OK,3,5258.0,1888.0,0.26420375034984606
2024,OK,4,228.0,0.0,0.0
2024,OK,5,11379.0,7419.0,0.3946696457069901
2024,OK,6,367.0,343.0,0.4830985915492958
2024,OK,7,4364.0,3571.0,0.4500315059861374
2024,OK,8,37.0,0.0,0.0
2024,OK,17,545.0,221.0,0.2885117493472585
2024,OK,18,1219.0,0.0,0.0
2024,OK,19,11.0,0.0,0.0
2024,OK,20,769.0,8.0,0.010296010296010296
2024,OK,21,6956.0,1257.0,0.1530500426153659
2024,OR,2,1748.0,498.0,0.22172751558325912
2024,OR,3,2852.0,1260.0,0.30642023346303504
2024,OR,4,429.0,0.0,0.0
2024,OR,5,11583.0,8315.0,0.4178811940898583
2024,OR,6,985.0,352.0,0.26327599102468213
2024,OR,7,3924.0,2205.0,0.35976505139500736
2024,OR,8,213.0,28.0,0.11618257261410789
2024,OR,17,431.0,279.0,0.3929577464788732
2024,OR,18,1527.0,2.0,0.0013080444735120995
2024,OR,19,61.0,0.0,0.0
2024,OR,20,515.0,283.0,0.35463659147869675
2024,OR,21,2873.0,1407.0,0.32873831775700935
2024,PA,2,8104.0,1065.0,0.11615225215399716
2024,PA,3,11060.0,3796.0,0.25551965535810445
2024,PA,4,1821.0,20.0,0.010863661053775122
2024,PA,5,44026.0,31321.0,0.41569007392464197
2024,PA,6,2024.0,2017.0,0.4991338777530314
2024,PA,7,21636.0,16503.0,0.43270667820341385
2024,PA,8,638.0,157.0,0.19748427672955976
2024,PA,17,2065.0,1537.0,0.4267073847862299
2024,PA,18,8210.0,44.0,0.005330748727889508
2024,PA,19,12.0,0.0,0.0
2024,PA,20,854.0,1752.0,0.6722947045280123
2024,PA,21,4640.0,5480.0,0.541501976284585
2024,PR,2,15902.0,2135.0,0.11836779952320231
2024,PR,3,4672.0,1080.0,0.18776077885952713
2024,PR,4,146.0,5.0,0.033112582781456956
2024,PR,5,9196.0,5271.0,0.3643464436303311
2024,PR,6,215.0,59.0,0.21532846715328466
2024,PR,7,3220.0,1908.0,0.3720748829953198
2024,PR,8,54.0,22.0,0.2894736842105263
2024,PR,17,280.0,117.0,0.2947103274559194
2024,PR,18,916.0,0.0,0.0
2024,PR,19,12.0,35.0,0.7446808510638298
