year,state,award_level,awards_unexposed,awards_exposed,share_exposed
2024,PR,20,147.0,44.0,0.23036649214659685
2024,PR,21,2118.0,208.0,0.08942390369733448
2024,PW,3,38.0,28.0,0.42424242424242425
2024,PW,21,0.0,0.0,
2024,RI,2,904.0,28.0,0.030042918454935622
2024,RI,3,1232.0,260.0,0.1742627345844504
2024,RI,4,49.0,0.0,0.0
2024,RI,5,6241.0,4933.0,0.4414712725971004
2024,RI,6,148.0,130.0,0.4676258992805755
2024,RI,7,1649.0,1705.0,0.5083482409063804
2024,RI,8,39.0,7.0,0.15217391304347827
2024,RI,17,138.0,231.0,0.6260162601626016
2024,RI,18,470.0,0.0,0.0
2024,RI,19,31.0,0.0,0.0
2024,RI,20,197.0,0.0,0.0
2024,RI,21,876.0,87.0,0.09034267912772585
2024,SC,2,2939.0,162.0,0.05224121251209287
2024,SC,3,4821.0,1671.0,0.2573937153419593
2024,SC,4,0.0,0.0,
2024,SC,5,16453.0,9070.0,0.35536574854053204
2024,SC,6,192.0,350.0,0.6457564575645757
2024,SC,7,4309.0,3014.0,0.41157995357094085
2024,SC,8,233.0,39.0,0.14338235294117646
2024,SC,17,977.0,231.0,0.1912251655629139
2024,SC,18,1215.0,0.0,0.0
2024,SC,19,13.0,0.0,0.0
2024,SC,20,344.0,0.0,0.0
2024,SC,21,6549.0,1843.0,0.2196139180171592
2024,SD,2,744.0,113.0,0.13185530921820304
2024,SD,3,1471.0,614.0,0.294484412470024
2024,SD,4,22.0,0.0,0.0
2024,SD,5,3636.0,1565.0,0.3009036723706979
2024,SD,6,83.0,42.0,0.336
2024,SD,7,1104.0,845.0,0.4335556695741406
2024,SD,8,18.0,4.0,0.18181818181818182
2024,SD,17,128.0,71.0,0.35678391959798994
2024,SD,18,342.0,1.0,0.0029154518950437317
2024,SD,19,3.0,0.0,0.0
2024,SD,20,18.0,0.0,0.0
2024,SD,21,381.0,137.0,0.2644787644787645
2024,TN,2,7272.0,1548.0,0.17551020408163265
2024,TN,3,4699.0,2054.0,0.30416111357915
2024,TN,4,1121.0,176.0,0.13569776407093292
2024,TN,5,22075.0,10991.0,0.3323958144317426
2024,TN,6,573.0,369.0,0.39171974522292996
2024,TN,7,7669.0,5444.0,0.41516052772058265
2024,TN,8,407.0,61.0,0.13034188034188035
2024,TN,17,1421.0,501.0,0.2606659729448491
2024,TN,18,3020.0,23.0,0.007558330594807755
2024,TN,19,103.0,0.0,0.0
2024,TN,20,837.0,0.0,0.0
2024,TN,21,5428.0,709.0,0.11552875998044647
2024,TX,2,31899.0,5316.0,0.14284562676340185
2024,TX,3,36550.0,11524.0,0.23971377459749552
2024,TX,4,606.0,45.0,0.06912442396313365
2024,TX,5,85160.0,47473.0,0.35792751426869635
2024,TX,6,2561.0,1706.0,0.39981251464729317
2024,TX,7,28822.0,32181.0,0.5275314328803501
2024,TX,8,402.0,191.0,0.3220910623946037
2024,TX,17,4159.0,2208.0,0.3467881262761112
2024,TX,18,7560.0,2.0,0.0002644802962179318
2024,TX,19,61.0,70.0,0.5343511450381679
2024,TX,20,2276.0,11.0,0.004809794490599038
2024,TX,21,31900.0,13645.0,0.29959380832144034
2024,UT,2,4644.0,861.0,0.1564032697547684
2024,UT,3,5425.0,2594.0,0.3234817308891383
2024,UT,4,86.0,0.0,0.0
2024,UT,5,25859.0,26595.0,0.5070156708735273
2024,UT,6,343.0,351.0,0.5057636887608069
2024,UT,7,13643.0,17621.0,0.5636194984646878
2024,UT,8,76.0,0.0,0.0
2024,UT,17,473.0,256.0,0.3511659807956104
2024,UT,18,740.0,0.0,0.0
2024,UT,19,59.0,0.0,0.0
2024,UT,20,4306.0,17.0,0.003932454314133704
2024,UT,21,5190.0,3852.0,0.42601194426011946
2024,VA,2,4042.0,404.0,0.09086819613135402
2024,VA,3,9626.0,5277.0,0.35408978058109103
2024,VA,4,271.0,43.0,0.13694267515923567
2024,VA,5,32324.0,21353.0,0.39780539150846733
2024,VA,6,2878.0,1443.0,0.3339504744272159
2024,VA,7,14503.0,10796.0,0.42673623463377997
2024,VA,8,373.0,140.0,0.2729044834307992
2024,VA,17,3375.0,1507.0,0.30868496517820565
2024,VA,18,4131.0,1.0,0.0002420135527589545
2024,VA,19,30.0,0.0,0.0
2024,VA,20,373.0,4.0,0.010610079575596816
2024,VA,21,9098.0,1410.0,0.13418347925390178
2024,VI,3,14.0,4.0,0.2222222222222222
2024,VI,5,102.0,60.0,0.37037037037037035
2024,VI,7,15.0,17.0,0.53125
2024,VI,8,0.0,0.0,
2024,VI,17,7.0,0.0,0.0
2024,VI,21,4.0,0.0,0.0
2024,VT,2,349.0,30.0,0.079155672823219
2024,VT,3,506.0,153.0,0.2321699544764795
2024,VT,5,2912.0,2648.0,0.4762589928057554
2024,VT,6,114.0,82.0,0.41836734693877553
2024,VT,7,824.0,678.0,0.45139813581890814
2024,VT,8,52.0,0.0,0.0
2024,VT,17,50.0,29.0,0.3670886075949367
2024,VT,18,313.0,0.0,0.0
2024,VT,20,27.0,0.0,0.0
2024,VT,21,102.0,165.0,0.6179775280898876
2024,WA,2,4095.0,992.0,0.1950068802830745
2024,WA,3,7908.0,2701.0,0.25459515505702707
2024,WA,4,436.0,39.0,0.08210526315789474
2024,WA,5,16523.0,14981.0,0.47552691721686136
2024,WA,6,914.0,384.0,0.29583975346687214
2024,WA,7,5984.0,4673.0,0.4384911325889087
2024,WA,8,120.0,2.0,0.01639344262295082
2024,WA,17,572.0,494.0,0.4634146341463415
2024,WA,18,1829.0,0.0,0.0
2024,WA,19,198.0,0.0,0.0
2024,WA,20,1931.0,244.0,0.11218390804597701
2024,WA,21,8572.0,2319.0,0.21292810577541088
2024,WI,2,5846.0,1273.0,0.1788172496137098
2024,WI,3,5631.0,3761.0,0.4004471890971039
2024,WI,4,441.0,7.0,0.015625
2024,WI,5,19997.0,12609.0,0.38670796785867634
2024,WI,6,495.0,331.0,0.400726392251816
2024,WI,7,6269.0,3586.0,0.3638762049720954
2024,WI,8,447.0,6.0,0.013245033112582781
2024,WI,17,714.0,502.0,0.4128289473684211
2024,WI,18,1944.0,10.0,0.00511770726714432
2024,WI,19,2.0,0.0,0.0
2024,WI,20,8298.0,484.0,0.05511273058528809
2024,WI,21,8672.0,5208.0,0.37521613832853024
2024,WV,2,1509.0,790.0,0.3436276642018269
2024,WV,3,3264.0,1162.0,0.26253953908721195
2024,WV,4,185.0,0.0,0.0
2024,WV,5,9223.0,6388.0,0.409198641983217
2024,WV,6,220.0,157.0,0.41644562334217505
2024,WV,7,3630.0,2771.0,0.43290110920168723
2024,WV,8,101.0,0.0,0.0
2024,WV,17,135.0,117.0,0.4642857142857143
2024,WV,18,834.0,0.0,0.0
2024,WV,20,198.0,0.0,0.0
2024,WV,21,993.0,618.0,0.38361266294227186
2024,WY,2,1524.0,63.0,0.03969754253308128
2024,WY,3,1746.0,334.0,0.1605769230769231
2024,WY,5,1353.0,580.0,0.3000517330574237
2024,WY,6,83.0,23.0,0.2169811320754717
2024,WY,7,309.0,244.0,0.4412296564195298
2024,WY,17,70.0,38.0,0.35185185185185186
2024,WY,18,126.0,0.0,0.0
2024,WY,20,1.0,0.0,0.0
2024,WY,21,397.0,135.0,0.25375939849624063
